
 'MICER spectrum':

  detector  wavelength      value      rel. std. dev.
         5      139       1.00815E-01   0.0976
         6      139       1.04243E-01   0.0970
         7      139       1.08549E-01   0.0962
         8      139       1.15007E-01   0.0963
         9      139       1.19185E-01   0.0969
        10      139       1.24277E-01   0.0958
        11      139       1.29006E-01   0.0964
        12      139       1.27471E-01   0.0971
        13      139       1.29352E-01   0.0983
        14      139       1.31113E-01   0.1023
        15      139       1.32610E-01   0.1102
        16      139       1.34237E-01   0.1203
        17      139       5.26846E-02   0.0361
        18      139       5.48749E-02   0.0410
        19      139       5.87854E-02   0.0520
        20      139       7.05126E-02   0.0803
        21      139       7.36119E-02   0.0450
        22      139       7.30078E-02   0.0335
        23      139       7.00556E-02   0.0337
        24      139       6.93928E-02   0.0326
        25      139       7.33908E-02   0.0344
        26      139       8.25234E-02   0.0666
        27      139       9.29691E-02   0.0366
        28      139       9.55333E-02   0.0434
        29      139       7.84502E-02   0.0395
        30      139       7.35954E-02   0.0361
        31      139       9.77883E-02   0.0580
        32      139       1.17441E-01   0.0577
         1      140       1.47378E-01   0.0621
         2      140       1.50715E-01   0.0585
         3      140       1.54858E-01   0.0578
         4      140       1.57055E-01   0.0581
         5      140       1.63026E-01   0.0583
         6      140       1.67470E-01   0.0588
         7      140       1.75764E-01   0.0594
         8      140       1.87111E-01   0.0602
         9      140       1.95527E-01   0.0618
        10      140       2.05782E-01   0.0630
        11      140       2.09665E-01   0.0635
        12      140       2.12397E-01   0.0643
        13      140       2.23414E-01   0.0662
        14      140       2.33682E-01   0.0684
        15      140       2.33437E-01   0.0679
        16      140       2.30406E-01   0.0689
        17      140       8.55778E-02   0.0512
        18      140       9.33884E-02   0.0663
        19      140       9.61257E-02   0.0665
        20      140       1.05042E-01   0.0769
        21      140       1.00161E-01   0.0360
        22      140       1.08698E-01   0.0422
        23      140       1.07559E-01   0.0457
        24      140       9.85427E-02   0.0420
        25      140       1.02978E-01   0.0415
        26      140       1.15456E-01   0.0550
        27      140       1.47984E-01   0.0476
        28      140       1.68191E-01   0.0524
        29      140       1.34477E-01   0.0563
        30      140       1.11433E-01   0.0532
        31      140       1.36860E-01   0.0424
        32      140       1.51240E-01   0.0454
         1      141       1.82588E-01   0.0651
         2      141       1.86205E-01   0.0614
         3      141       1.95121E-01   0.0613
         4      141       2.03658E-01   0.0612
         5      141       2.10737E-01   0.0615
         6      141       2.17897E-01   0.0618
         7      141       2.26761E-01   0.0620
         8      141       2.38666E-01   0.0625
         9      141       2.45966E-01   0.0634
        10      141       2.54604E-01   0.0627
        11      141       2.67129E-01   0.0639
        12      141       2.75230E-01   0.0643
        13      141       2.88137E-01   0.0661
        14      141       3.03418E-01   0.0677
        15      141       3.11806E-01   0.0704
        16      141       3.22812E-01   0.0736
        17      141       1.20377E-01   0.0379
        18      141       1.17687E-01   0.0436
        19      141       1.15647E-01   0.0422
        20      141       1.22712E-01   0.0508
        21      141       1.38283E-01   0.0300
        22      141       1.40072E-01   0.0305
        23      141       1.35701E-01   0.0308
        24      141       1.33679E-01   0.0291
        25      141       1.34582E-01   0.0302
        26      141       1.38859E-01   0.0459
        27      141       1.81906E-01   0.0299
        28      141       2.13332E-01   0.0320
        29      141       1.75892E-01   0.0410
        30      141       1.39227E-01   0.0387
        31      141       1.89372E-01   0.0379
        32      141       2.18024E-01   0.0384
         1      142       2.09308E-01   0.0535
         2      142       2.18714E-01   0.0506
         3      142       2.24882E-01   0.0508
         4      142       2.27284E-01   0.0519
         5      142       2.34253E-01   0.0519
         6      142       2.40385E-01   0.0526
         7      142       2.50025E-01   0.0532
         8      142       2.62581E-01   0.0538
         9      142       2.75833E-01   0.0550
        10      142       2.91668E-01   0.0567
        11      142       3.02361E-01   0.0582
        12      142       3.14900E-01   0.0592
        13      142       3.34851E-01   0.0615
        14      142       3.55134E-01   0.0628
        15      142       3.64612E-01   0.0665
        16      142       3.80546E-01   0.0702
        17      142       1.21176E-01   0.0358
        18      142       1.26106E-01   0.0470
        19      142       1.22935E-01   0.0480
        20      142       1.33848E-01   0.0507
        21      142       1.50531E-01   0.0320
        22      142       1.48400E-01   0.0338
        23      142       1.43911E-01   0.0359
        24      142       1.37229E-01   0.0321
        25      142       1.35325E-01   0.0326
        26      142       1.36601E-01   0.0480
        27      142       1.87747E-01   0.0323
        28      142       2.08364E-01   0.0352
        29      142       1.69462E-01   0.0411
        30      142       1.44552E-01   0.0500
        31      142       2.00867E-01   0.0508
        32      142       2.35865E-01   0.0461
         1      143       1.99538E-01   0.0481
         2      143       2.05276E-01   0.0466
         3      143       2.12138E-01   0.0470
         4      143       2.19048E-01   0.0473
         5      143       2.30657E-01   0.0480
         6      143       2.38904E-01   0.0480
         7      143       2.51657E-01   0.0477
         8      143       2.65831E-01   0.0482
         9      143       2.75680E-01   0.0494
        10      143       2.90156E-01   0.0507
        11      143       3.02837E-01   0.0515
        12      143       3.05924E-01   0.0521
        13      143       3.18224E-01   0.0540
        14      143       3.33449E-01   0.0562
        15      143       3.47497E-01   0.0577
        16      143       3.64666E-01   0.0595
        17      143       1.21654E-01   0.0326
        18      143       1.29412E-01   0.0403
        19      143       1.27652E-01   0.0427
        20      143       1.33067E-01   0.0505
        21      143       1.63914E-01   0.0585
        22      143       1.54494E-01   0.0393
        23      143       1.45626E-01   0.0353
        24      143       1.34079E-01   0.0289
        25      143       1.38167E-01   0.0319
        26      143       1.50340E-01   0.0629
        27      143       1.96906E-01   0.0342
        28      143       2.15563E-01   0.0356
        29      143       1.74485E-01   0.0434
        30      143       1.36715E-01   0.0463
        31      143       1.97797E-01   0.0352
        32      143       2.40771E-01   0.0375
         1      144       2.34368E-01   0.0538
         2      144       2.42166E-01   0.0501
         3      144       2.53064E-01   0.0497
         4      144       2.61453E-01   0.0503
         5      144       2.67195E-01   0.0499
         6      144       2.73166E-01   0.0504
         7      144       2.83448E-01   0.0506
         8      144       2.95937E-01   0.0510
         9      144       3.10513E-01   0.0519
        10      144       3.28466E-01   0.0511
        11      144       3.41552E-01   0.0524
        12      144       3.57490E-01   0.0533
        13      144       3.78365E-01   0.0561
        14      144       3.99877E-01   0.0573
        15      144       4.11386E-01   0.0597
        16      144       4.31851E-01   0.0617
        17      144       1.23863E-01   0.0349
        18      144       1.29906E-01   0.0467
        19      144       1.36972E-01   0.0507
        20      144       1.49426E-01   0.0667
        21      144       1.56681E-01   0.0419
        22      144       1.55518E-01   0.0337
        23      144       1.50330E-01   0.0354
        24      144       1.45834E-01   0.0319
        25      144       1.29233E-01   0.0283
        26      144       1.53198E-01   0.0451
        27      144       1.98960E-01   0.0319
        28      144       2.11061E-01   0.0337
        29      144       1.68831E-01   0.0382
        30      144       1.36272E-01   0.0339
        31      144       1.98328E-01   0.0384
        32      144       2.20594E-01   0.0340
         1      145       2.44703E-01   0.0406
         2      145       2.54809E-01   0.0390
         3      145       2.63053E-01   0.0389
         4      145       2.69925E-01   0.0394
         5      145       2.79269E-01   0.0393
         6      145       2.86142E-01   0.0396
         7      145       2.97168E-01   0.0402
         8      145       3.14823E-01   0.0406
         9      145       3.27443E-01   0.0414
        10      145       3.42620E-01   0.0428
        11      145       3.59218E-01   0.0438
        12      145       3.73610E-01   0.0445
        13      145       3.98016E-01   0.0460
        14      145       4.24967E-01   0.0472
        15      145       4.40493E-01   0.0467
        16      145       4.62543E-01   0.0479
        17      145       1.34644E-01   0.0343
        18      145       1.39337E-01   0.0441
        19      145       1.45542E-01   0.0457
        20      145       1.52799E-01   0.0578
        21      145       1.63364E-01   0.0327
        22      145       1.64767E-01   0.0318
        23      145       1.56687E-01   0.0323
        24      145       1.52599E-01   0.0294
        25      145       1.46104E-01   0.0303
        26      145       1.59943E-01   0.0423
        27      145       2.03934E-01   0.0309
        28      145       2.29363E-01   0.0342
        29      145       1.81881E-01   0.0398
        30      145       1.43153E-01   0.0406
        31      145       2.12934E-01   0.0343
        32      145       2.41575E-01   0.0380
         1      146       2.48196E-01   0.0588
         2      146       2.52977E-01   0.0551
         3      146       2.61512E-01   0.0554
         4      146       2.66893E-01   0.0562
         5      146       2.75548E-01   0.0564
         6      146       2.88096E-01   0.0564
         7      146       2.97798E-01   0.0566
         8      146       3.13148E-01   0.0567
         9      146       3.24518E-01   0.0568
        10      146       3.36478E-01   0.0543
        11      146       3.48793E-01   0.0550
        12      146       3.59826E-01   0.0555
        13      146       3.83513E-01   0.0573
        14      146       4.11404E-01   0.0582
        15      146       4.40745E-01   0.0602
        16      146       4.69590E-01   0.0619
        17      146       1.27479E-01   0.0343
        18      146       1.29804E-01   0.0432
        19      146       1.38770E-01   0.0408
        20      146       1.42467E-01   0.0370
        21      146       1.61951E-01   0.0423
        22      146       1.64610E-01   0.0361
        23      146       1.51497E-01   0.0302
        24      146       1.46739E-01   0.0286
        25      146       1.48949E-01   0.0297
        26      146       1.80937E-01   0.0621
        27      146       2.22656E-01   0.0345
        28      146       2.48104E-01   0.0337
        29      146       1.94609E-01   0.0394
        30      146       1.56118E-01   0.0444
        31      146       2.17408E-01   0.0390
        32      146       2.58472E-01   0.0376
         1      147       2.06636E-01   0.0451
         2      147       2.18045E-01   0.0444
         3      147       2.26432E-01   0.0450
         4      147       2.35115E-01   0.0457
         5      147       2.42962E-01   0.0457
         6      147       2.45290E-01   0.0463
         7      147       2.55951E-01   0.0462
         8      147       2.68281E-01   0.0465
         9      147       2.78362E-01   0.0474
        10      147       2.95517E-01   0.0490
        11      147       3.11234E-01   0.0502
        12      147       3.21534E-01   0.0515
        13      147       3.38816E-01   0.0533
        14      147       3.53677E-01   0.0539
        15      147       3.68026E-01   0.0573
        16      147       3.83168E-01   0.0587
        17      147       1.22062E-01   0.0322
        18      147       1.20308E-01   0.0366
        19      147       1.24558E-01   0.0391
        20      147       1.36640E-01   0.0489
        21      147       1.47268E-01   0.0270
        22      147       1.52751E-01   0.0298
        23      147       1.49955E-01   0.0325
        24      147       1.43611E-01   0.0291
        25      147       1.45316E-01   0.0323
        26      147       1.47954E-01   0.0440
        27      147       2.14531E-01   0.0318
        28      147       2.32964E-01   0.0358
        29      147       1.81670E-01   0.0410
        30      147       1.55105E-01   0.0448
        31      147       2.20762E-01   0.0419
        32      147       2.60712E-01   0.0412
         1      148       1.90964E-01   0.0482
         2      148       1.97744E-01   0.0469
         3      148       2.03698E-01   0.0477
         4      148       2.07874E-01   0.0487
         5      148       2.16142E-01   0.0486
         6      148       2.23814E-01   0.0482
         7      148       2.29976E-01   0.0485
         8      148       2.41183E-01   0.0491
         9      148       2.54239E-01   0.0528
        10      148       2.63084E-01   0.0522
        11      148       2.71549E-01   0.0527
        12      148       2.83327E-01   0.0532
        13      148       3.00034E-01   0.0545
        14      148       3.24666E-01   0.0569
        15      148       3.42335E-01   0.0578
        16      148       3.72365E-01   0.0615
        17      148       1.21947E-01   0.0370
        18      148       1.28177E-01   0.0471
        19      148       1.31213E-01   0.0427
        20      148       1.34503E-01   0.0330
        21      148       1.63784E-01   0.0514
        22      148       1.60162E-01   0.0384
        23      148       1.53671E-01   0.0348
        24      148       1.48374E-01   0.0308
        25      148       1.40985E-01   0.0305
        26      148       1.66511E-01   0.0653
        27      148       2.18522E-01   0.0354
        28      148       2.38680E-01   0.0341
        29      148       1.81903E-01   0.0386
        30      148       1.43544E-01   0.0442
        31      148       2.04723E-01   0.0372
        32      148       2.50812E-01   0.0380
         1      149       1.90476E-01   0.0567
         2      149       1.99595E-01   0.0533
         3      149       2.06346E-01   0.0537
         4      149       2.12613E-01   0.0543
         5      149       2.19417E-01   0.0545
         6      149       2.24578E-01   0.0553
         7      149       2.34019E-01   0.0557
         8      149       2.45497E-01   0.0560
         9      149       2.50414E-01   0.0542
        10      149       2.67797E-01   0.0561
        11      149       2.83698E-01   0.0597
        12      149       2.95671E-01   0.0614
        13      149       3.13086E-01   0.0628
        14      149       3.31338E-01   0.0644
        15      149       3.53991E-01   0.0673
        16      149       3.86200E-01   0.0696
        17      149       1.14717E-01   0.0294
        18      149       1.15933E-01   0.0365
        19      149       1.25049E-01   0.0424
        20      149       1.35549E-01   0.0611
        21      149       1.54771E-01   0.0433
        22      149       1.61424E-01   0.0399
        23      149       1.57993E-01   0.0406
        24      149       1.46713E-01   0.0332
        25      149       1.31520E-01   0.0261
        26      149       1.48467E-01   0.0420
        27      149       2.17548E-01   0.0325
        28      149       2.35467E-01   0.0335
        29      149       1.78483E-01   0.0384
        30      149       1.30238E-01   0.0340
        31      149       2.05391E-01   0.0451
        32      149       2.39291E-01   0.0408
         1      150       6.78800E-01   0.0357
         2      150       7.10414E-01   0.0333
         3      150       7.24953E-01   0.0336
         4      150       7.28331E-01   0.0343
         5      150       7.59479E-01   0.0345
         6      150       7.72854E-01   0.0351
         7      150       7.93249E-01   0.0353
         8      150       8.26890E-01   0.0354
         9      150       8.36362E-01   0.0359
        10      150       8.84997E-01   0.0348
        11      150       9.19948E-01   0.0346
        12      150       9.54180E-01   0.0355
        13      150       1.02352E+00   0.0368
        14      150       1.09281E+00   0.0370
        15      150       1.20156E+00   0.0386
        16      150       1.34910E+00   0.0399
        17      150       2.63994E-01   0.0315
        18      150       2.88014E-01   0.0412
        19      150       3.25318E-01   0.0387
        20      150       3.50848E-01   0.0422
        21      150       3.53683E-01   0.0412
        22      150       3.13838E-01   0.0328
        23      150       2.69723E-01   0.0335
        24      150       2.58803E-01   0.0295
        25      150       2.34488E-01   0.0309
        26      150       3.58968E-01   0.0493
        27      150       4.04827E-01   0.0306
        28      150       3.91509E-01   0.0316
        29      150       2.93295E-01   0.0361
        30      150       2.54602E-01   0.0416
        31      150       3.90805E-01   0.0407
        32      150       4.76945E-01   0.0365
         1      151       5.28879E+00   0.0142
         2      151       5.44923E+00   0.0133
         3      151       5.51942E+00   0.0135
         4      151       5.46669E+00   0.0139
         5      151       5.65910E+00   0.0140
         6      151       5.71842E+00   0.0142
         7      151       5.82762E+00   0.0144
         8      151       6.06079E+00   0.0145
         9      151       6.12201E+00   0.0147
        10      151       6.46612E+00   0.0142
        11      151       6.76058E+00   0.0143
        12      151       7.04245E+00   0.0146
        13      151       7.50487E+00   0.0150
        14      151       8.02511E+00   0.0150
        15      151       8.96094E+00   0.0155
        16      151       1.01857E+01   0.0158
        17      151       2.04299E+00   0.0123
        18      151       2.20262E+00   0.0155
        19      151       2.45628E+00   0.0156
        20      151       2.75967E+00   0.0171
        21      151       2.80682E+00   0.0159
        22      151       2.58746E+00   0.0133
        23      151       2.21590E+00   0.0140
        24      151       2.03261E+00   0.0127
        25      151       1.73569E+00   0.0139
        26      151       2.39487E+00   0.0186
        27      151       3.29129E+00   0.0120
        28      151       4.24306E+00   0.0109
        29      151       2.99087E+00   0.0140
        30      151       1.84347E+00   0.0190
        31      151       3.37436E+00   0.0147
        32      151       4.08781E+00   0.0133
         1      152       6.99372E-01   0.0371
         2      152       7.25375E-01   0.0346
         3      152       7.31541E-01   0.0352
         4      152       7.27383E-01   0.0360
         5      152       7.51542E-01   0.0362
         6      152       7.57110E-01   0.0370
         7      152       7.58372E-01   0.0372
         8      152       7.87221E-01   0.0374
         9      152       7.88234E-01   0.0380
        10      152       8.26838E-01   0.0367
        11      152       8.57351E-01   0.0372
        12      152       8.85010E-01   0.0381
        13      152       9.38878E-01   0.0393
        14      152       9.94659E-01   0.0397
        15      152       1.08840E+00   0.0415
        16      152       1.21243E+00   0.0430
        17      152       7.96098E-01   0.0183
        18      152       8.22015E-01   0.0233
        19      152       8.77096E-01   0.0249
        20      152       1.02454E+00   0.0278
        21      152       1.11669E+00   0.0228
        22      152       1.16400E+00   0.0176
        23      152       1.02534E+00   0.0188
        24      152       9.60262E-01   0.0172
        25      152       8.41748E-01   0.0189
        26      152       9.80516E-01   0.0282
        27      152       1.77355E+00   0.0152
        28      152       2.80591E+00   0.0127
        29      152       1.89966E+00   0.0174
        30      152       8.62196E-01   0.0272
        31      152       2.00021E+00   0.0182
        32      152       2.34903E+00   0.0170
         1      153       1.45867E-01   0.0719
         2      153       1.53077E-01   0.0677
         3      153       1.59969E-01   0.0678
         4      153       1.62299E-01   0.0692
         5      153       1.67126E-01   0.0687
         6      153       1.69830E-01   0.0697
         7      153       1.82914E-01   0.0726
         8      153       1.89225E-01   0.0735
         9      153       1.94896E-01   0.0737
        10      153       2.03155E-01   0.0718
        11      153       2.16115E-01   0.0725
        12      153       2.27028E-01   0.0731
        13      153       2.38380E-01   0.0756
        14      153       2.50723E-01   0.0773
        15      153       2.69957E-01   0.0815
        16      153       2.98438E-01   0.0847
        17      153       9.90928E-02   0.0359
        18      153       1.06057E-01   0.0429
        19      153       1.06699E-01   0.0459
        20      153       1.17087E-01   0.0527
        21      153       1.52599E-01   0.0720
        22      153       1.44672E-01   0.0438
        23      153       1.34341E-01   0.0358
        24      153       1.30894E-01   0.0328
        25      153       1.27910E-01   0.0335
        26      153       1.36437E-01   0.0580
        27      153       1.92146E-01   0.0303
        28      153       2.12455E-01   0.0304
        29      153       1.64726E-01   0.0364
        30      153       1.32363E-01   0.0451
        31      153       1.93404E-01   0.0379
        32      153       2.16599E-01   0.0367
         1      154       1.39666E-01   0.0719
         2      154       1.43525E-01   0.0694
         3      154       1.47326E-01   0.0703
         4      154       1.51263E-01   0.0708
         5      154       1.55028E-01   0.0713
         6      154       1.58667E-01   0.0716
         7      154       1.61259E-01   0.0722
         8      154       1.69876E-01   0.0720
         9      154       1.72177E-01   0.0722
        10      154       1.78523E-01   0.0710
        11      154       1.75056E-01   0.0720
        12      154       1.78008E-01   0.0728
        13      154       1.85979E-01   0.0754
        14      154       1.99003E-01   0.0771
        15      154       2.13739E-01   0.0805
        16      154       2.27758E-01   0.0857
        17      154       9.49593E-02   0.0360
        18      154       9.78709E-02   0.0477
        19      154       1.02024E-01   0.0503
        20      154       1.12035E-01   0.0563
        21      154       1.41010E-01   0.0486
        22      154       1.36421E-01   0.0341
        23      154       1.27212E-01   0.0309
        24      154       1.26006E-01   0.0307
        25      154       1.17753E-01   0.0288
        26      154       1.33325E-01   0.0347
        27      154       1.84644E-01   0.0314
        28      154       2.09754E-01   0.0369
        29      154       1.59132E-01   0.0407
        30      154       1.30943E-01   0.0483
        31      154       1.78394E-01   0.0354
        32      154       2.05982E-01   0.0285
         1      155       1.19255E-01   0.0658
         2      155       1.23901E-01   0.0627
         3      155       1.26944E-01   0.0633
         4      155       1.28060E-01   0.0651
         5      155       1.32531E-01   0.0653
         6      155       1.35898E-01   0.0659
         7      155       1.39416E-01   0.0666
         8      155       1.47743E-01   0.0665
         9      155       1.50075E-01   0.0678
        10      155       1.56789E-01   0.0686
        11      155       1.65599E-01   0.0698
        12      155       1.69988E-01   0.0711
        13      155       1.76693E-01   0.0736
        14      155       1.79462E-01   0.0743
        15      155       1.89485E-01   0.0805
        16      155       2.08371E-01   0.0848
        17      155       9.50866E-02   0.0377
        18      155       9.33978E-02   0.0447
        19      155       9.86743E-02   0.0524
        20      155       1.15663E-01   0.0753
        21      155       1.28734E-01   0.0616
        22      155       1.31473E-01   0.0419
        23      155       1.21687E-01   0.0344
        24      155       1.21765E-01   0.0371
        25      155       1.11904E-01   0.0403
        26      155       1.27989E-01   0.0530
        27      155       1.79013E-01   0.0302
        28      155       1.86388E-01   0.0308
        29      155       1.49996E-01   0.0395
        30      155       1.21480E-01   0.0557
        31      155       1.81967E-01   0.0530
        32      155       2.12407E-01   0.0445
         1      156       1.24874E-01   0.0796
         2      156       1.28017E-01   0.0761
         3      156       1.31988E-01   0.0762
         4      156       1.32344E-01   0.0775
         5      156       1.36489E-01   0.0778
         6      156       1.38705E-01   0.0786
         7      156       1.43254E-01   0.0790
         8      156       1.47309E-01   0.0800
         9      156       1.53468E-01   0.0793
        10      156       1.62731E-01   0.0791
        11      156       1.68676E-01   0.0807
        12      156       1.71144E-01   0.0839
        13      156       1.78619E-01   0.0887
        14      156       1.91169E-01   0.0904
        15      156       2.04141E-01   0.0976
        16      156       2.19248E-01   0.1047
        17      156       8.82398E-02   0.0370
        18      156       9.14529E-02   0.0453
        19      156       9.73435E-02   0.0452
        20      156       9.89909E-02   0.0328
        21      156       1.29888E-01   0.0616
        22      156       1.32643E-01   0.0500
        23      156       1.25720E-01   0.0493
        24      156       1.14700E-01   0.0373
        25      156       1.09096E-01   0.0339
        26      156       1.26629E-01   0.0730
        27      156       1.70777E-01   0.0347
        28      156       2.01571E-01   0.0350
        29      156       1.54871E-01   0.0468
        30      156       1.13245E-01   0.0468
        31      156       1.72742E-01   0.0499
        32      156       2.07176E-01   0.0465
         1      157       1.11243E-01   0.0834
         2      157       1.16197E-01   0.0802
         3      157       1.21759E-01   0.0802
         4      157       1.24999E-01   0.0802
         5      157       1.30514E-01   0.0803
         6      157       1.32841E-01   0.0806
         7      157       1.39015E-01   0.0801
         8      157       1.46996E-01   0.0799
         9      157       1.47728E-01   0.0795
        10      157       1.50142E-01   0.0784
        11      157       1.51868E-01   0.0786
        12      157       1.50767E-01   0.0771
        13      157       1.54068E-01   0.0767
        14      157       1.58233E-01   0.0794
        15      157       1.63522E-01   0.0838
        16      157       1.78042E-01   0.0873
        17      157       8.96138E-02   0.0393
        18      157       9.11191E-02   0.0526
        19      157       1.03507E-01   0.0530
        20      157       1.09076E-01   0.0593
        21      157       1.32772E-01   0.0603
        22      157       1.30463E-01   0.0438
        23      157       1.18659E-01   0.0459
        24      157       1.12506E-01   0.0393
        25      157       1.05930E-01   0.0403
        26      157       1.23590E-01   0.0648
        27      157       1.81678E-01   0.0416
        28      157       2.04074E-01   0.0420
        29      157       1.56320E-01   0.0479
        30      157       1.10384E-01   0.0470
        31      157       1.57931E-01   0.0349
        32      157       2.03117E-01   0.0393
         1      158       9.11100E-02   0.0646
         2      158       9.63822E-02   0.0636
         3      158       9.92560E-02   0.0651
         4      158       1.01076E-01   0.0662
         5      158       1.03124E-01   0.0667
         6      158       1.04818E-01   0.0678
         7      158       1.05692E-01   0.0677
         8      158       1.09479E-01   0.0688
         9      158       1.13273E-01   0.0710
        10      158       1.21278E-01   0.0774
        11      158       1.26935E-01   0.0790
        12      158       1.29154E-01   0.0825
        13      158       1.32508E-01   0.0884
        14      158       1.36929E-01   0.0921
        15      158       1.47618E-01   0.0997
        16      158       1.55348E-01   0.1093
        17      158       8.28704E-02   0.0462
        18      158       8.43390E-02   0.0611
        19      158       9.13257E-02   0.0589
        20      158       1.07775E-01   0.0609
        21      158       1.11138E-01   0.0310
        22      158       1.13062E-01   0.0346
        23      158       1.11564E-01   0.0384
        24      158       1.06772E-01   0.0418
        25      158       9.80076E-02   0.0410
        26      158       1.17090E-01   0.0680
        27      158       1.56181E-01   0.0351
        28      158       1.80081E-01   0.0347
        29      158       1.37828E-01   0.0406
        30      158       1.01688E-01   0.0420
        31      158       1.58504E-01   0.0533
        32      158       2.08080E-01   0.0523
         1      159       8.92569E-02   0.1125
         2      159       9.46952E-02   0.1021
         3      159       9.63324E-02   0.1029
         4      159       9.73083E-02   0.1050
         5      159       9.90498E-02   0.1066
         6      159       1.06762E-01   0.1125
         7      159       1.09214E-01   0.1139
         8      159       1.13018E-01   0.1152
         9      159       1.13791E-01   0.1199
        10      159       1.18261E-01   0.1165
        11      159       1.22895E-01   0.1198
        12      159       1.27825E-01   0.1237
        13      159       1.35323E-01   0.1295
        14      159       1.42972E-01   0.1316
        15      159       1.53334E-01   0.1424
        16      159       1.63408E-01   0.1534
        17      159       8.27096E-02   0.0457
        18      159       7.80339E-02   0.0515
        19      159       8.40915E-02   0.0468
        20      159       8.87141E-02   0.0335
        21      159       1.15594E-01   0.0544
        22      159       1.18559E-01   0.0406
        23      159       1.08330E-01   0.0445
        24      159       1.11476E-01   0.0457
        25      159       1.03881E-01   0.0458
        26      159       1.06210E-01   0.0331
        27      159       1.63416E-01   0.0427
        28      159       1.88351E-01   0.0441
        29      159       1.55994E-01   0.0544
        30      159       1.15336E-01   0.0491
        31      159       1.58296E-01   0.0508
        32      159       1.99366E-01   0.0458
         1      160       7.13624E-02   0.1106
         2      160       7.49748E-02   0.1023
         3      160       7.68626E-02   0.1028
         4      160       7.79894E-02   0.1048
         5      160       8.04240E-02   0.1049
         6      160       7.63187E-02   0.0944
         7      160       7.93859E-02   0.0958
         8      160       8.51941E-02   0.0965
         9      160       9.07311E-02   0.0995
        10      160       1.02755E-01   0.1102
        11      160       1.03740E-01   0.1176
        12      160       1.07425E-01   0.1231
        13      160       1.13688E-01   0.1307
        14      160       1.17520E-01   0.1372
        15      160       1.30923E-01   0.1459
        16      160       1.50082E-01   0.1516
        17      160       7.50137E-02   0.0452
        18      160       7.23498E-02   0.0586
        19      160       8.23706E-02   0.0620
        20      160       9.56718E-02   0.0814
        21      160       1.12873E-01   0.0562
        22      160       1.09934E-01   0.0454
        23      160       1.02015E-01   0.0461
        24      160       9.60812E-02   0.0380
        25      160       8.91718E-02   0.0335
        26      160       1.01333E-01   0.0389
        27      160       1.46300E-01   0.0374
        28      160       1.72787E-01   0.0414
        29      160       1.18123E-01   0.0394
        30      160       9.26271E-02   0.0392
        31      160       1.63252E-01   0.0550
        32      160       1.91525E-01   0.0516
         1      161       6.89909E-02   0.1175
         2      161       6.91329E-02   0.1079
         3      161       7.16333E-02   0.1059
         4      161       7.35741E-02   0.1052
         5      161       7.57023E-02   0.1052
         6      161       7.71386E-02   0.1075
         7      161       7.81336E-02   0.1094
         8      161       7.96369E-02   0.1113
         9      161       8.15146E-02   0.1149
        10      161       8.19288E-02   0.1113
        11      161       8.53919E-02   0.1134
        12      161       8.74050E-02   0.1127
        13      161       8.95930E-02   0.1132
        14      161       8.93032E-02   0.1182
        15      161       9.05522E-02   0.1241
        16      161       9.26842E-02   0.1322
        17      161       6.95681E-02   0.0515
        18      161       7.28495E-02   0.0688
        19      161       7.25321E-02   0.0657
        20      161       7.81860E-02   0.0397
        21      161       9.41488E-02   0.0606
        22      161       9.58140E-02   0.0427
        23      161       8.53995E-02   0.0413
        24      161       9.04502E-02   0.0382
        25      161       8.82136E-02   0.0428
        26      161       9.45500E-02   0.0507
        27      161       1.36826E-01   0.0406
        28      161       1.62403E-01   0.0434
        29      161       1.24096E-01   0.0511
        30      161       9.79812E-02   0.0592
        31      161       1.51624E-01   0.0680
        32      161       1.82195E-01   0.0592
         1      162       7.13001E-02   0.1301
         2      162       7.30495E-02   0.1188
         3      162       7.55764E-02   0.1191
         4      162       7.68840E-02   0.1216
         5      162       7.85519E-02   0.1221
         6      162       7.73803E-02   0.1263
         7      162       8.01626E-02   0.1265
         8      162       8.28267E-02   0.1284
         9      162       8.37022E-02   0.1321
        10      162       8.77643E-02   0.1234
        11      162       9.00088E-02   0.1259
        12      162       8.86174E-02   0.1330
        13      162       9.03966E-02   0.1400
        14      162       9.53303E-02   0.1432
        15      162       9.97620E-02   0.1511
        16      162       1.04826E-01   0.1615
        17      162       5.82068E-02   0.0525
        18      162       6.12225E-02   0.0708
        19      162       6.89622E-02   0.0768
        20      162       8.08041E-02   0.0985
        21      162       8.49782E-02   0.0744
        22      162       9.04947E-02   0.0646
        23      162       8.42631E-02   0.0613
        24      162       7.85875E-02   0.0430
        25      162       8.03015E-02   0.0402
        26      162       8.50041E-02   0.0883
        27      162       1.33914E-01   0.0479
        28      162       1.42596E-01   0.0426
        29      162       1.12222E-01   0.0563
        30      162       7.85631E-02   0.0536
        31      162       1.35578E-01   0.0614
        32      162       1.58716E-01   0.0582
         1      163       5.30813E-02   0.1355
         2      163       5.64717E-02   0.1294
         3      163       5.88875E-02   0.1303
         4      163       6.01008E-02   0.1322
         5      163       6.18939E-02   0.1336
         6      163       6.33180E-02   0.1345
         7      163       6.54307E-02   0.1341
         8      163       6.87220E-02   0.1339
         9      163       7.22422E-02   0.1299
        10      163       7.41114E-02   0.1322
        11      163       7.56042E-02   0.1350
        12      163       7.42022E-02   0.1410
