
 'MICER spectrum':

  detector  wavelength      value      rel. std. dev.
         9       70       1.20636E-02   0.1254
        10       70       1.19482E-02   0.1495
        11       70       1.05435E-02   0.1671
        12       70       9.85452E-03   0.1636
        13       70       1.00414E-02   0.1535
        14       70       8.85109E-03   0.1637
        15       70       8.73550E-03   0.1577
        16       70       8.96324E-03   0.1532
        17       70       8.77701E-03   0.0589
        18       70       8.31874E-03   0.0664
        19       70       8.55519E-03   0.0633
        20       70       1.00626E-02   0.0569
        21       70       1.17270E-02   0.0558
        22       70       1.13786E-02   0.0510
        23       70       1.17382E-02   0.0539
        24       70       1.23367E-02   0.0619
        25       70       1.14282E-02   0.0535
        26       70       1.22696E-02   0.0628
        27       70       1.46019E-02   0.0567
        28       70       1.46842E-02   0.0669
        29       70       1.28303E-02   0.0712
        30       70       1.47414E-02   0.0769
        31       70       1.50243E-02   0.0626
        32       70       1.51708E-02   0.0590
         1       71       1.63763E-02   0.0939
         2       71       1.63585E-02   0.0981
         3       71       1.64659E-02   0.1079
         4       71       1.59377E-02   0.1175
         5       71       1.63228E-02   0.1144
         6       71       1.54103E-02   0.1147
         7       71       1.62125E-02   0.1234
         8       71       1.55489E-02   0.1338
         9       71       1.50154E-02   0.1532
        10       71       1.42573E-02   0.1833
        11       71       1.38056E-02   0.1999
        12       71       1.44179E-02   0.1960
        13       71       1.32049E-02   0.1986
        14       71       1.30309E-02   0.1889
        15       71       1.13889E-02   0.1921
        16       71       9.56386E-03   0.1910
        17       71       9.72706E-03   0.0619
        18       71       9.93940E-03   0.0674
        19       71       1.00699E-02   0.0728
        20       71       1.04362E-02   0.0596
        21       71       1.22944E-02   0.0634
        22       71       1.32667E-02   0.0680
        23       71       1.27925E-02   0.0610
        24       71       1.20477E-02   0.0595
        25       71       1.29370E-02   0.0593
        26       71       1.43840E-02   0.0651
        27       71       1.59709E-02   0.0553
        28       71       1.40925E-02   0.0609
        29       71       1.18548E-02   0.0575
        30       71       1.23702E-02   0.0619
        31       71       1.61886E-02   0.0780
        32       71       1.56817E-02   0.0739
         1       72       2.05313E-02   0.1117
         2       72       2.06950E-02   0.1094
         3       72       2.18180E-02   0.1146
         4       72       2.22772E-02   0.1265
         5       72       2.09827E-02   0.1263
         6       72       2.15722E-02   0.1225
         7       72       1.96956E-02   0.1192
         8       72       1.77828E-02   0.1206
         9       72       1.55485E-02   0.1324
        10       72       1.45784E-02   0.1498
        11       72       1.36795E-02   0.1610
        12       72       1.19286E-02   0.1525
        13       72       1.17776E-02   0.1472
        14       72       1.22642E-02   0.1445
        15       72       1.17118E-02   0.1445
        16       72       1.13102E-02   0.1404
        17       72       1.04160E-02   0.0575
        18       72       9.97336E-03   0.0684
        19       72       1.05475E-02   0.0759
        20       72       1.06633E-02   0.0570
        21       72       1.12888E-02   0.0532
        22       72       1.29459E-02   0.0596
        23       72       1.22247E-02   0.0523
        24       72       1.31141E-02   0.0550
        25       72       1.40959E-02   0.0574
        26       72       1.33678E-02   0.0532
        27       72       1.51418E-02   0.0554
        28       72       1.51461E-02   0.0593
        29       72       1.42086E-02   0.0641
        30       72       1.33551E-02   0.0582
        31       72       1.44690E-02   0.0539
        32       72       1.75356E-02   0.0581
         1       73       2.22766E-02   0.0929
         2       73       2.29684E-02   0.0970
         3       73       2.27091E-02   0.1014
         4       73       2.12974E-02   0.1059
         5       73       1.98796E-02   0.1067
         6       73       1.75065E-02   0.1055
         7       73       1.72813E-02   0.1132
         8       73       1.61502E-02   0.1301
         9       73       1.60198E-02   0.1350
        10       73       1.44467E-02   0.1469
        11       73       1.38485E-02   0.1532
        12       73       1.42429E-02   0.1462
        13       73       1.36418E-02   0.1535
        14       73       1.26858E-02   0.1793
        15       73       1.29531E-02   0.1768
        16       73       1.24353E-02   0.1651
        17       73       1.03319E-02   0.0635
        18       73       1.05354E-02   0.0835
        19       73       1.15671E-02   0.0858
        20       73       1.21491E-02   0.0669
        21       73       1.33448E-02   0.0622
        22       73       1.22486E-02   0.0511
        23       73       1.22268E-02   0.0534
        24       73       1.51123E-02   0.0641
        25       73       1.46076E-02   0.0654
        26       73       1.53609E-02   0.0564
        27       73       1.76025E-02   0.0524
        28       73       1.61108E-02   0.0555
        29       73       1.37154E-02   0.0644
        30       73       1.54343E-02   0.0810
        31       73       1.76012E-02   0.0605
        32       73       1.76105E-02   0.0576
         1       74       1.96808E-02   0.1141
         2       74       2.01130E-02   0.1214
         3       74       2.03355E-02   0.1207
         4       74       2.01433E-02   0.1180
         5       74       2.06368E-02   0.1113
         6       74       2.08299E-02   0.1083
         7       74       2.02027E-02   0.1096
         8       74       2.10938E-02   0.1153
         9       74       1.96246E-02   0.1233
        10       74       1.74551E-02   0.1401
        11       74       1.52795E-02   0.1331
        12       74       1.51937E-02   0.1392
        13       74       1.59353E-02   0.1333
        14       74       1.44964E-02   0.1466
        15       74       1.28275E-02   0.1449
        16       74       1.22441E-02   0.1351
        17       74       1.04416E-02   0.0648
        18       74       1.06880E-02   0.0780
        19       74       1.00891E-02   0.0645
        20       74       1.14447E-02   0.0597
        21       74       1.32988E-02   0.0591
        22       74       1.25982E-02   0.0602
        23       74       1.27268E-02   0.0518
        24       74       1.40535E-02   0.0559
        25       74       1.37229E-02   0.0499
        26       74       1.53017E-02   0.0515
        27       74       1.77428E-02   0.0556
        28       74       1.79627E-02   0.0640
        29       74       1.57193E-02   0.0603
        30       74       1.42597E-02   0.0646
        31       74       1.78180E-02   0.0694
        32       74       1.93856E-02   0.0602
         1       75       1.74085E-02   0.0969
         2       75       1.79343E-02   0.1039
         3       75       1.76850E-02   0.1033
         4       75       1.64098E-02   0.1105
         5       75       1.57639E-02   0.1120
         6       75       1.58544E-02   0.1113
         7       75       1.65291E-02   0.1170
         8       75       1.67442E-02   0.1278
         9       75       1.61567E-02   0.1349
        10       75       1.59704E-02   0.1353
        11       75       1.62858E-02   0.1521
        12       75       1.53755E-02   0.1417
        13       75       1.45232E-02   0.1378
        14       75       1.39913E-02   0.1476
        15       75       1.30938E-02   0.1458
        16       75       1.14519E-02   0.1451
        17       75       1.08964E-02   0.0569
        18       75       1.12705E-02   0.0710
        19       75       1.12350E-02   0.0664
        20       75       1.22249E-02   0.0594
        21       75       1.31562E-02   0.0561
        22       75       1.38587E-02   0.0625
        23       75       1.47665E-02   0.0643
        24       75       1.44055E-02   0.0540
        25       75       1.53638E-02   0.0581
        26       75       1.76047E-02   0.0539
        27       75       1.86191E-02   0.0587
        28       75       1.80772E-02   0.0565
        29       75       1.59799E-02   0.0645
        30       75       1.43718E-02   0.0564
        31       75       1.84112E-02   0.0640
        32       75       1.97018E-02   0.0598
         1       76       1.75664E-02   0.1011
         2       76       1.85771E-02   0.1055
         3       76       1.90091E-02   0.1083
         4       76       2.00726E-02   0.1157
         5       76       2.05602E-02   0.1184
         6       76       1.96356E-02   0.1172
         7       76       1.91080E-02   0.1188
         8       76       1.92078E-02   0.1279
         9       76       1.88096E-02   0.1384
        10       76       1.63265E-02   0.1460
        11       76       1.55733E-02   0.1724
        12       76       1.56336E-02   0.1731
        13       76       1.53871E-02   0.1708
        14       76       1.55384E-02   0.1726
        15       76       1.44726E-02   0.1702
        16       76       1.29918E-02   0.1632
        17       76       1.07482E-02   0.0487
        18       76       1.14522E-02   0.0598
        19       76       1.15528E-02   0.0675
        20       76       1.29065E-02   0.0606
        21       76       1.39727E-02   0.0530
        22       76       1.41223E-02   0.0511
        23       76       1.38032E-02   0.0578
        24       76       1.52741E-02   0.0580
        25       76       1.52319E-02   0.0545
        26       76       1.59713E-02   0.0503
        27       76       1.77013E-02   0.0526
        28       76       1.76060E-02   0.0617
        29       76       1.65884E-02   0.0784
        30       76       1.62995E-02   0.0711
        31       76       1.99015E-02   0.0623
        32       76       2.07933E-02   0.0598
         1       77       1.74454E-02   0.1096
         2       77       1.77809E-02   0.1069
         3       77       1.85389E-02   0.1167
         4       77       1.86101E-02   0.1294
         5       77       1.79975E-02   0.1195
         6       77       1.84252E-02   0.1138
         7       77       1.83992E-02   0.1087
         8       77       1.96929E-02   0.1089
         9       77       1.99293E-02   0.1223
        10       77       2.09366E-02   0.1439
        11       77       1.83355E-02   0.1540
        12       77       1.56827E-02   0.1520
        13       77       1.35087E-02   0.1444
        14       77       1.18753E-02   0.1472
        15       77       1.25594E-02   0.1376
        16       77       1.23835E-02   0.1306
        17       77       1.12636E-02   0.0560
        18       77       1.16836E-02   0.0656
        19       77       1.16579E-02   0.0644
        20       77       1.26378E-02   0.0548
        21       77       1.37305E-02   0.0521
        22       77       1.33998E-02   0.0514
        23       77       1.44278E-02   0.0523
        24       77       1.44866E-02   0.0511
        25       77       1.55741E-02   0.0565
        26       77       1.44808E-02   0.0501
        27       77       1.85727E-02   0.0519
        28       77       1.88897E-02   0.0581
        29       77       1.73830E-02   0.0743
        30       77       1.78144E-02   0.0655
        31       77       1.97375E-02   0.0544
        32       77       2.08374E-02   0.0540
         1       78       2.43432E-02   0.1095
         2       78       2.44797E-02   0.1091
         3       78       2.47817E-02   0.1088
         4       78       2.50967E-02   0.1084
         5       78       2.46851E-02   0.1059
         6       78       2.35609E-02   0.1041
         7       78       2.26415E-02   0.1037
         8       78       2.16148E-02   0.1081
         9       78       1.96238E-02   0.1090
        10       78       1.63829E-02   0.1186
        11       78       1.73641E-02   0.1335
        12       78       1.76025E-02   0.1347
        13       78       1.86410E-02   0.1397
        14       78       1.91689E-02   0.1513
        15       78       1.71652E-02   0.1536
        16       78       1.62932E-02   0.1415
        17       78       1.19887E-02   0.0544
        18       78       1.16057E-02   0.0668
        19       78       1.25779E-02   0.0674
        20       78       1.32889E-02   0.0533
        21       78       1.40397E-02   0.0555
        22       78       1.40666E-02   0.0510
        23       78       1.42830E-02   0.0499
        24       78       1.51833E-02   0.0614
        25       78       1.54930E-02   0.0549
        26       78       1.71203E-02   0.0497
        27       78       1.95724E-02   0.0527
        28       78       1.93763E-02   0.0579
        29       78       1.81443E-02   0.0751
        30       78       1.75601E-02   0.0591
        31       78       1.97536E-02   0.0612
        32       78       2.15370E-02   0.0568
         1       79       2.24476E-02   0.0895
         2       79       2.29438E-02   0.0925
         3       79       2.45347E-02   0.1049
         4       79       2.66038E-02   0.1143
         5       79       2.61905E-02   0.1115
         6       79       2.61911E-02   0.1073
         7       79       2.58530E-02   0.1011
         8       79       2.45427E-02   0.0986
         9       79       2.43795E-02   0.1062
        10       79       2.28597E-02   0.1231
        11       79       2.09737E-02   0.1382
        12       79       2.02485E-02   0.1368
        13       79       1.98950E-02   0.1390
        14       79       1.79348E-02   0.1570
        15       79       1.76048E-02   0.1510
        16       79       1.73996E-02   0.1373
        17       79       1.36970E-02   0.0640
        18       79       1.36751E-02   0.0747
        19       79       1.47320E-02   0.0698
        20       79       1.62408E-02   0.0638
        21       79       1.72233E-02   0.0652
        22       79       1.68266E-02   0.0543
        23       79       1.63824E-02   0.0617
        24       79       1.65764E-02   0.0584
        25       79       1.69078E-02   0.0530
        26       79       1.86109E-02   0.0527
        27       79       2.01421E-02   0.0557
        28       79       2.02603E-02   0.0606
        29       79       2.01653E-02   0.0850
        30       79       2.00762E-02   0.0745
        31       79       2.28597E-02   0.0602
        32       79       2.47343E-02   0.0542
         1       80       2.84352E-02   0.0970
         2       80       3.07987E-02   0.0986
         3       80       3.41650E-02   0.1025
         4       80       3.43956E-02   0.1113
         5       80       3.24209E-02   0.1061
         6       80       3.23629E-02   0.1046
         7       80       3.20460E-02   0.1067
         8       80       3.13284E-02   0.1153
         9       80       2.95554E-02   0.1253
        10       80       2.90678E-02   0.1276
        11       80       2.71342E-02   0.1291
        12       80       2.50111E-02   0.1268
        13       80       2.34328E-02   0.1287
        14       80       2.19664E-02   0.1231
        15       80       1.89193E-02   0.1285
        16       80       1.66336E-02   0.1227
        17       80       1.30494E-02   0.0558
        18       80       1.36484E-02   0.0760
        19       80       1.50088E-02   0.0689
        20       80       1.55427E-02   0.0632
        21       80       1.86932E-02   0.0574
        22       80       1.81806E-02   0.0552
        23       80       1.61595E-02   0.0522
        24       80       1.68204E-02   0.0518
        25       80       1.66205E-02   0.0479
        26       80       1.94011E-02   0.0523
        27       80       2.14880E-02   0.0501
        28       80       2.15847E-02   0.0574
        29       80       1.90571E-02   0.0586
        30       80       1.99809E-02   0.0571
        31       80       2.18668E-02   0.0524
        32       80       2.44760E-02   0.0630
         1       81       2.82681E-02   0.0863
         2       81       2.79918E-02   0.0883
         3       81       2.62039E-02   0.0881
         4       81       2.37537E-02   0.0905
         5       81       2.40859E-02   0.0909
         6       81       2.25930E-02   0.0877
         7       81       2.18224E-02   0.0846
         8       81       2.22625E-02   0.0849
         9       81       2.23512E-02   0.0933
        10       81       2.16265E-02   0.1007
        11       81       2.07196E-02   0.1113
        12       81       2.03332E-02   0.1091
        13       81       1.85652E-02   0.1078
        14       81       1.84013E-02   0.1431
        15       81       1.69448E-02   0.1406
        16       81       1.57621E-02   0.1301
        17       81       1.28520E-02   0.0522
        18       81       1.31055E-02   0.0636
        19       81       1.41978E-02   0.0674
        20       81       1.54413E-02   0.0585
        21       81       1.67617E-02   0.0524
        22       81       1.73519E-02   0.0502
        23       81       1.78652E-02   0.0550
        24       81       1.95525E-02   0.0621
        25       81       1.90881E-02   0.0588
        26       81       2.05023E-02   0.0543
        27       81       2.23688E-02   0.0548
        28       81       2.07399E-02   0.0523
        29       81       2.06867E-02   0.0775
        30       81       1.89564E-02   0.0612
        31       81       2.27152E-02   0.0582
        32       81       2.35384E-02   0.0520
         1       82       2.72571E-02   0.0964
         2       82       2.87380E-02   0.1026
         3       82       2.90529E-02   0.1077
         4       82       2.90785E-02   0.1119
         5       82       2.87482E-02   0.1069
         6       82       2.82939E-02   0.1036
         7       82       2.67524E-02   0.0974
         8       82       2.41160E-02   0.0956
         9       82       2.26910E-02   0.1001
        10       82       2.19626E-02   0.1159
        11       82       2.13526E-02   0.1229
        12       82       2.08097E-02   0.1206
        13       82       1.91808E-02   0.1262
        14       82       1.78130E-02   0.1437
        15       82       1.98769E-02   0.1406
        16       82       1.87478E-02   0.1303
        17       82       1.36187E-02   0.0594
        18       82       1.40012E-02   0.0651
        19       82       1.63058E-02   0.0606
        20       82       1.61148E-02   0.0471
        21       82       1.71189E-02   0.0476
        22       82       1.70170E-02   0.0447
        23       82       1.77595E-02   0.0474
        24       82       1.76759E-02   0.0461
        25       82       1.85936E-02   0.0431
        26       82       1.91057E-02   0.0482
        27       82       2.08909E-02   0.0436
        28       82       1.97986E-02   0.0541
        29       82       1.91171E-02   0.0601
        30       82       1.91020E-02   0.0511
        31       82       2.01125E-02   0.0474
        32       82       2.35580E-02   0.0510
         1       83       2.82890E-02   0.1025
         2       83       2.92100E-02   0.1017
         3       83       3.10536E-02   0.1052
         4       83       3.19788E-02   0.1120
         5       83       3.17897E-02   0.1091
         6       83       3.14401E-02   0.1057
         7       83       3.28111E-02   0.1028
         8       83       3.46633E-02   0.1022
         9       83       3.40997E-02   0.1062
        10       83       3.33539E-02   0.1117
        11       83       3.14299E-02   0.1193
        12       83       3.04554E-02   0.1180
        13       83       3.08195E-02   0.1235
        14       83       3.24425E-02   0.1324
        15       83       2.67051E-02   0.1307
        16       83       2.40676E-02   0.1277
        17       83       1.33949E-02   0.0583
        18       83       1.35473E-02   0.0726
        19       83       1.54512E-02   0.0631
        20       83       1.68797E-02   0.0551
        21       83       1.69816E-02   0.0537
        22       83       1.75852E-02   0.0479
        23       83       1.86487E-02   0.0470
        24       83       1.74105E-02   0.0489
        25       83       1.79765E-02   0.0509
        26       83       1.88650E-02   0.0528
        27       83       2.09335E-02   0.0475
        28       83       2.10542E-02   0.0548
        29       83       1.79567E-02   0.0514
        30       83       1.87908E-02   0.0555
        31       83       2.39161E-02   0.0541
        32       83       2.53280E-02   0.0580
         1       84       3.09051E-02   0.0890
         2       84       3.10482E-02   0.0888
         3       84       3.18823E-02   0.0904
         4       84       3.23931E-02   0.0952
         5       84       3.20701E-02   0.0933
         6       84       3.22677E-02   0.0922
         7       84       3.27053E-02   0.0946
         8       84       3.52472E-02   0.1018
         9       84       3.50210E-02   0.1039
        10       84       3.15531E-02   0.1044
        11       84       2.95593E-02   0.1084
        12       84       2.89538E-02   0.1092
        13       84       2.77289E-02   0.1141
        14       84       2.53207E-02   0.1258
        15       84       2.60044E-02   0.1311
        16       84       2.23635E-02   0.1279
        17       84       1.34037E-02   0.0561
        18       84       1.45760E-02   0.0566
        19       84       1.38047E-02   0.0556
        20       84       1.51721E-02   0.0467
        21       84       1.74069E-02   0.0472
        22       84       1.81213E-02   0.0461
        23       84       1.85291E-02   0.0460
        24       84       1.91739E-02   0.0478
        25       84       1.91348E-02   0.0489
        26       84       2.03892E-02   0.0542
        27       84       2.33827E-02   0.0449
        28       84       2.29379E-02   0.0502
        29       84       2.04434E-02   0.0515
        30       84       2.39575E-02   0.0717
        31       84       2.52889E-02   0.0545
        32       84       2.67479E-02   0.0527
         1       85       3.25959E-02   0.0908
         2       85       3.40385E-02   0.0967
         3       85       3.43811E-02   0.0983
         4       85       3.34392E-02   0.0971
         5       85       3.32691E-02   0.0929
         6       85       3.30516E-02   0.0894
         7       85       3.27810E-02   0.0874
         8       85       3.11243E-02   0.0890
         9       85       2.89032E-02   0.0962
        10       85       2.72082E-02   0.1060
        11       85       2.43335E-02   0.1062
        12       85       2.39248E-02   0.1055
        13       85       2.62030E-02   0.1117
        14       85       2.60912E-02   0.1230
        15       85       2.54330E-02   0.1181
        16       85       2.50434E-02   0.1152
        17       85       1.45364E-02   0.0529
        18       85       1.46744E-02   0.0582
        19       85       1.59658E-02   0.0583
        20       85       1.79038E-02   0.0510
        21       85       1.92443E-02   0.0480
        22       85       1.94696E-02   0.0447
        23       85       1.89277E-02   0.0447
        24       85       2.12563E-02   0.0507
        25       85       2.06615E-02   0.0464
        26       85       2.14159E-02   0.0493
        27       85       2.55615E-02   0.0483
        28       85       2.50064E-02   0.0432
        29       85       2.39645E-02   0.0581
        30       85       2.15038E-02   0.0531
        31       85       2.45828E-02   0.0513
        32       85       2.89615E-02   0.0505
         1       86       2.85968E-02   0.1045
         2       86       2.90567E-02   0.1012
         3       86       2.89068E-02   0.1051
         4       86       2.97989E-02   0.1124
         5       86       3.00692E-02   0.1082
         6       86       2.90249E-02   0.1065
         7       86       2.94371E-02   0.1043
         8       86       2.84931E-02   0.1014
         9       86       2.91349E-02   0.1008
        10       86       2.98153E-02   0.1082
        11       86       3.29316E-02   0.1185
        12       86       3.27846E-02   0.1209
        13       86       3.19364E-02   0.1272
        14       86       3.10693E-02   0.1415
        15       86       2.68893E-02   0.1303
        16       86       2.39030E-02   0.1159
        17       86       1.60320E-02   0.0595
        18       86       1.68927E-02   0.0820
        19       86       1.72950E-02   0.0705
        20       86       1.82481E-02   0.0539
        21       86       1.86483E-02   0.0510
        22       86       1.88438E-02   0.0462
        23       86       2.01398E-02   0.0496
        24       86       2.09014E-02   0.0492
        25       86       2.32107E-02   0.0484
        26       86       2.31263E-02   0.0479
        27       86       2.64161E-02   0.0459
        28       86       2.80072E-02   0.0506
        29       86       2.45158E-02   0.0522
        30       86       2.18984E-02   0.0558
        31       86       2.33278E-02   0.0464
        32       86       2.70724E-02   0.0582
         1       87       3.59090E-02   0.1036
         2       87       3.68828E-02   0.1036
         3       87       3.94245E-02   0.1057
         4       87       4.06681E-02   0.1141
         5       87       3.98845E-02   0.1109
         6       87       4.03851E-02   0.1063
         7       87       3.97908E-02   0.1039
         8       87       4.10605E-02   0.1063
         9       87       3.99009E-02   0.1089
        10       87       3.58226E-02   0.1140
        11       87       3.09842E-02   0.1250
        12       87       2.89834E-02   0.1225
        13       87       2.66291E-02   0.1237
        14       87       2.39278E-02   0.1309
        15       87       2.51489E-02   0.1414
        16       87       2.46802E-02   0.1317
        17       87       1.67357E-02   0.0535
        18       87       1.68112E-02   0.0642
        19       87       1.80508E-02   0.0670
        20       87       1.94659E-02   0.0528
        21       87       2.03219E-02   0.0515
        22       87       2.13010E-02   0.0514
        23       87       2.25503E-02   0.0491
        24       87       2.19983E-02   0.0481
        25       87       2.30874E-02   0.0514
        26       87       2.49221E-02   0.0507
        27       87       2.80085E-02   0.0489
        28       87       2.86594E-02   0.0482
        29       87       2.57158E-02   0.0563
        30       87       2.52504E-02   0.0635
        31       87       2.78622E-02   0.0531
        32       87       3.03477E-02   0.0550
         1       88       3.82904E-02   0.0837
         2       88       3.92436E-02   0.0840
         3       88       4.28078E-02   0.0883
         4       88       4.44453E-02   0.0952
         5       88       4.38371E-02   0.0953
         6       88       4.38668E-02   0.0991
         7       88       4.30104E-02   0.1002
         8       88       4.14625E-02   0.1039
         9       88       3.88297E-02   0.1153
        10       88       3.79733E-02   0.1304
        11       88       3.69162E-02   0.1348
        12       88       3.43132E-02   0.1218
        13       88       3.33979E-02   0.1191
        14       88       3.39620E-02   0.1174
        15       88       3.30715E-02   0.1215
        16       88       3.08468E-02   0.1150
        17       88       1.78131E-02   0.0585
        18       88       1.99371E-02   0.0755
        19       88       2.09207E-02   0.0712
        20       88       2.00701E-02   0.0559
        21       88       2.17896E-02   0.0535
        22       88       2.21293E-02   0.0471
        23       88       2.20534E-02   0.0467
        24       88       2.30818E-02   0.0458
        25       88       2.36051E-02   0.0448
        26       88       2.61074E-02   0.0526
        27       88       2.77783E-02   0.0451
        28       88       2.82781E-02   0.0481
        29       88       2.71236E-02   0.0534
        30       88       2.64159E-02   0.0575
        31       88       3.11980E-02   0.0526
        32       88       3.42300E-02   0.0547
         1       89       4.20232E-02   0.0981
         2       89       4.50870E-02   0.1011
         3       89       4.77739E-02   0.1058
         4       89       4.86463E-02   0.1089
         5       89       4.91329E-02   0.1006
         6       89       4.79464E-02   0.0964
         7       89       4.88601E-02   0.0930
         8       89       4.97151E-02   0.0969
         9       89       5.05960E-02   0.1026
        10       89       5.06907E-02   0.1116
        11       89       4.90528E-02   0.1156
        12       89       4.80877E-02   0.1157
        13       89       4.43828E-02   0.1115
        14       89       4.02883E-02   0.1158
        15       89       3.64203E-02   0.1140
        16       89       3.47381E-02   0.1075
        17       89       1.71104E-02   0.0553
        18       89       1.95636E-02   0.0721
        19       89       1.92964E-02   0.0689
        20       89       2.15876E-02   0.0528
        21       89       2.24262E-02   0.0481
        22       89       2.37025E-02   0.0484
        23       89       2.47675E-02   0.0485
        24       89       2.43366E-02   0.0504
        25       89       2.49750E-02   0.0459
        26       89       2.67248E-02   0.0514
        27       89       3.04626E-02   0.0468
        28       89       2.93054E-02   0.0502
        29       89       2.47833E-02   0.0530
        30       89       2.30599E-02   0.0502
        31       89       2.86559E-02   0.0509
        32       89       3.22931E-02   0.0528
         1       90       4.20572E-02   0.0833
         2       90       4.53105E-02   0.0820
         3       90       4.68246E-02   0.0850
         4       90       4.83275E-02   0.0871
         5       90       4.73055E-02   0.0863
         6       90       4.69343E-02   0.0851
         7       90       4.60165E-02   0.0848
         8       90       4.79915E-02   0.0884
         9       90       4.79598E-02   0.0971
        10       90       4.65541E-02   0.1088
        11       90       4.30518E-02   0.1193
        12       90       4.08025E-02   0.1189
        13       90       3.80583E-02   0.1208
        14       90       3.70376E-02   0.1266
        15       90       3.48263E-02   0.1226
        16       90       3.22224E-02   0.1160
        17       90       1.90730E-02   0.0558
        18       90       1.91513E-02   0.0700
        19       90       1.93159E-02   0.0550
        20       90       1.96106E-02   0.0477
        21       90       2.26637E-02   0.0473
        22       90       2.45410E-02   0.0511
        23       90       2.52296E-02   0.0466
        24       90       2.47095E-02   0.0454
        25       90       2.47868E-02   0.0436
        26       90       2.81104E-02   0.0491
        27       90       2.99618E-02   0.0437
        28       90       3.37091E-02   0.0475
        29       90       2.63820E-02   0.0547
        30       90       2.83059E-02   0.0594
        31       90       3.10159E-02   0.0513
        32       90       3.35784E-02   0.0515
         1       91       3.71975E-02   0.0857
         2       91       3.85242E-02   0.0913
         3       91       4.00968E-02   0.0961
         4       91       4.08586E-02   0.1012
         5       91       3.97986E-02   0.0979
         6       91       3.75328E-02   0.0968
         7       91       3.67642E-02   0.0941
         8       91       3.61739E-02   0.0953
         9       91       3.55409E-02   0.1024
        10       91       3.55502E-02   0.1149
        11       91       3.61872E-02   0.1179
        12       91       3.49251E-02   0.1151
        13       91       3.38521E-02   0.1152
        14       91       3.12768E-02   0.1198
        15       91       3.03847E-02   0.1149
        16       91       2.96821E-02   0.1079
        17       91       1.87287E-02   0.0494
        18       91       1.82856E-02   0.0580
        19       91       2.19550E-02   0.0643
        20       91       2.20395E-02   0.0568
        21       91       2.44425E-02   0.0504
        22       91       2.54986E-02   0.0526
        23       91       2.72191E-02   0.0504
        24       91       2.59418E-02   0.0529
        25       91       2.67503E-02   0.0502
        26       91       2.93221E-02   0.0470
        27       91       3.36068E-02   0.0421
        28       91       3.32811E-02   0.0510
        29       91       2.89391E-02   0.0477
        30       91       2.78047E-02   0.0502
        31       91       3.36520E-02   0.0486
        32       91       3.80238E-02   0.0480
         1       92       4.74565E-02   0.0864
         2       92       4.94562E-02   0.0900
         3       92       4.99494E-02   0.0937
         4       92       5.00773E-02   0.1000
         5       92       4.97463E-02   0.0974
         6       92       5.02276E-02   0.0950
         7       92       5.11250E-02   0.0935
         8       92       5.09935E-02   0.0970
         9       92       4.92041E-02   0.1014
        10       92       4.73170E-02   0.1087
        11       92       4.53096E-02   0.1142
        12       92       4.32835E-02   0.1087
        13       92       4.45155E-02   0.1074
        14       92       4.51219E-02   0.1124
        15       92       4.18475E-02   0.1091
        16       92       3.88596E-02   0.1065
        17       92       1.99189E-02   0.0549
        18       92       1.91973E-02   0.0586
        19       92       1.98340E-02   0.0582
        20       92       2.25586E-02   0.0577
        21       92       2.41050E-02   0.0452
        22       92       2.54033E-02   0.0441
        23       92       2.63191E-02   0.0500
        24       92       2.63734E-02   0.0454
        25       92       2.79838E-02   0.0502
        26       92       2.95242E-02   0.0468
        27       92       3.34530E-02   0.0431
        28       92       3.48505E-02   0.0442
        29       92       3.06172E-02   0.0505
        30       92       3.14701E-02   0.0658
        31       92       3.48263E-02   0.0458
        32       92       3.59788E-02   0.0491
         1       93       4.54588E-02   0.0863
         2       93       4.68891E-02   0.0872
         3       93       5.04962E-02   0.0899
         4       93       5.24630E-02   0.0946
         5       93       5.23851E-02   0.0923
         6       93       5.12840E-02   0.0920
         7       93       5.18905E-02   0.0906
         8       93       5.33338E-02   0.0904
         9       93       5.17612E-02   0.0979
        10       93       4.83407E-02   0.1100
        11       93       4.61654E-02   0.1153
        12       93       4.74527E-02   0.1119
        13       93       4.51902E-02   0.1137
        14       93       4.34131E-02   0.1212
        15       93       3.97776E-02   0.1188
        16       93       3.57489E-02   0.1130
        17       93       2.15564E-02   0.0500
        18       93       2.24200E-02   0.0598
        19       93       2.60541E-02   0.0641
        20       93       2.60949E-02   0.0553
        21       93       2.83577E-02   0.0531
        22       93       2.84636E-02   0.0495
        23       93       2.67095E-02   0.0463
        24       93       2.78318E-02   0.0457
        25       93       3.00864E-02   0.0470
        26       93       3.25609E-02   0.0449
        27       93       3.76514E-02   0.0427
        28       93       3.81270E-02   0.0465
        29       93       3.31542E-02   0.0545
        30       93       3.19488E-02   0.0602
        31       93       3.56380E-02   0.0479
        32       93       3.74548E-02   0.0465
         1       94       4.53731E-02   0.0836
         2       94       4.69335E-02   0.0871
         3       94       4.85041E-02   0.0902
         4       94       5.00138E-02   0.0975
         5       94       4.87407E-02   0.0968
         6       94       4.89979E-02   0.0942
         7       94       4.90754E-02   0.0969
         8       94       4.68981E-02   0.0979
         9       94       4.61140E-02   0.1038
        10       94       4.54903E-02   0.1125
        11       94       4.37772E-02   0.1181
        12       94       4.22785E-02   0.1195
        13       94       3.99926E-02   0.1220
        14       94       3.90569E-02   0.1230
        15       94       3.82792E-02   0.1198
        16       94       3.79032E-02   0.1091
