
 'MICER spectrum':

  detector  wavelength      value      rel. std. dev.
        26      185       5.07869E-02   0.0252
        27      185       6.25592E-02   0.0250
        28      185       6.03995E-02   0.0281
        29      185       5.31789E-02   0.0291
        30      185       5.39949E-02   0.0299
        31      185       6.30995E-02   0.0285
        32      185       6.85892E-02   0.0296
         1      186       1.61387E-02   0.0518
         2      186       1.68151E-02   0.0515
         3      186       1.69983E-02   0.0540
         4      186       1.61164E-02   0.0557
         5      186       1.68411E-02   0.0595
         6      186       1.79370E-02   0.0675
         7      186       2.04475E-02   0.0768
         8      186       2.03136E-02   0.0736
         9      186       2.09560E-02   0.0799
        10      186       1.93891E-02   0.0865
        11      186       1.78085E-02   0.0730
        12      186       1.75385E-02   0.0670
        13      186       1.73785E-02   0.0676
        14      186       1.75660E-02   0.0738
        15      186       1.80916E-02   0.0755
        16      186       1.73320E-02   0.0749
        17      186       3.38570E-02   0.0273
        18      186       3.62097E-02   0.0329
        19      186       3.81787E-02   0.0338
        20      186       4.28907E-02   0.0291
        21      186       4.66536E-02   0.0272
        22      186       4.48378E-02   0.0261
        23      186       4.35782E-02   0.0251
        24      186       4.54877E-02   0.0269
        25      186       4.73044E-02   0.0261
        26      186       5.17704E-02   0.0259
        27      186       6.07849E-02   0.0261
        28      186       5.99519E-02   0.0293
        29      186       5.11942E-02   0.0301
        30      186       4.95587E-02   0.0293
        31      186       6.05791E-02   0.0285
        32      186       6.71597E-02   0.0297
         1      187       1.77135E-02   0.0711
         2      187       1.86701E-02   0.0793
         3      187       1.91895E-02   0.0948
         4      187       2.12541E-02   0.1050
         5      187       2.27044E-02   0.1112
         6      187       2.13811E-02   0.0996
         7      187       1.91482E-02   0.0801
         8      187       2.03396E-02   0.0817
         9      187       1.86257E-02   0.0762
        10      187       1.82045E-02   0.0726
        11      187       1.74399E-02   0.0805
        12      187       1.72402E-02   0.0759
        13      187       1.82731E-02   0.0765
        14      187       1.78372E-02   0.0858
        15      187       1.71312E-02   0.0809
        16      187       2.09316E-02   0.1411
        17      187       3.35446E-02   0.0271
        18      187       3.64084E-02   0.0343
        19      187       4.03485E-02   0.0440
        20      187       4.41912E-02   0.0348
        21      187       4.38247E-02   0.0271
        22      187       4.41132E-02   0.0260
        23      187       4.39169E-02   0.0259
        24      187       4.49515E-02   0.0266
        25      187       4.48946E-02   0.0274
        26      187       4.89744E-02   0.0268
        27      187       5.64438E-02   0.0255
        28      187       5.61265E-02   0.0277
        29      187       5.15496E-02   0.0320
        30      187       5.15085E-02   0.0328
        31      187       6.20735E-02   0.0291
        32      187       6.72683E-02   0.0302
         1      188       1.80373E-02   0.0751
         2      188       1.87357E-02   0.0764
         3      188       1.89983E-02   0.0915
         4      188       1.82939E-02   0.1128
         5      188       1.69435E-02   0.0758
         6      188       1.72370E-02   0.0742
         7      188       1.77058E-02   0.0755
         8      188       1.78677E-02   0.0765
         9      188       1.87279E-02   0.0832
        10      188       1.85367E-02   0.0931
        11      188       1.83136E-02   0.1054
        12      188       1.79268E-02   0.1237
        13      188       1.76181E-02   0.1645
        14      188       1.98327E-02   0.1855
        15      188       2.00119E-02   0.1744
        16      188       1.70619E-02   0.0859
        17      188       3.42606E-02   0.0294
        18      188       3.41571E-02   0.0337
        19      188       3.94685E-02   0.0351
        20      188       4.10853E-02   0.0320
        21      188       4.46022E-02   0.0327
        22      188       4.36987E-02   0.0273
        23      188       4.14421E-02   0.0250
        24      188       4.14111E-02   0.0251
        25      188       4.22207E-02   0.0257
        26      188       4.75192E-02   0.0274
        27      188       5.73572E-02   0.0260
        28      188       5.57503E-02   0.0272
        29      188       5.03811E-02   0.0299
        30      188       5.10573E-02   0.0320
        31      188       5.93625E-02   0.0298
        32      188       6.69107E-02   0.0314
         1      189       1.62993E-02   0.0642
         2      189       1.61748E-02   0.0646
         3      189       1.61325E-02   0.0704
         4      189       1.67085E-02   0.0783
         5      189       1.58959E-02   0.0710
         6      189       1.56458E-02   0.0658
         7      189       1.66676E-02   0.0685
         8      189       1.69834E-02   0.0753
         9      189       1.53577E-02   0.0753
        10      189       1.44935E-02   0.0741
        11      189       1.62608E-02   0.1227
        12      189       1.59889E-02   0.1071
        13      189       1.66957E-02   0.0897
        14      189       1.59317E-02   0.0879
        15      189       1.54270E-02   0.0872
        16      189       1.45413E-02   0.0805
        17      189       3.18345E-02   0.0281
        18      189       3.52472E-02   0.0367
        19      189       3.82766E-02   0.0387
        20      189       4.10581E-02   0.0316
        21      189       4.72122E-02   0.0354
        22      189       4.45018E-02   0.0296
        23      189       4.16788E-02   0.0280
        24      189       4.19009E-02   0.0272
        25      189       4.31949E-02   0.0291
        26      189       4.85247E-02   0.0276
        27      189       5.69312E-02   0.0261
        28      189       5.36661E-02   0.0279
        29      189       5.07071E-02   0.0339
        30      189       5.27902E-02   0.0357
        31      189       6.10398E-02   0.0318
        32      189       6.59992E-02   0.0306
         1      190       1.61237E-02   0.0605
         2      190       1.72502E-02   0.0622
         3      190       1.91958E-02   0.0678
         4      190       1.88921E-02   0.0751
         5      190       1.91478E-02   0.0748
         6      190       1.98958E-02   0.0761
         7      190       1.97055E-02   0.0813
         8      190       1.95095E-02   0.0900
         9      190       2.01583E-02   0.0983
        10      190       1.88654E-02   0.1178
        11      190       1.55888E-02   0.0995
        12      190       1.56956E-02   0.0891
        13      190       1.45637E-02   0.0806
        14      190       1.41956E-02   0.0828
        15      190       1.43019E-02   0.0844
        16      190       1.57303E-02   0.0990
        17      190       3.21146E-02   0.0310
        18      190       3.39403E-02   0.0367
        19      190       3.78102E-02   0.0349
        20      190       4.11676E-02   0.0336
        21      190       4.52880E-02   0.0307
        22      190       4.40006E-02   0.0295
        23      190       4.14570E-02   0.0274
        24      190       4.24963E-02   0.0267
        25      190       4.37157E-02   0.0270
        26      190       4.72912E-02   0.0268
        27      190       5.71036E-02   0.0278
        28      190       5.48848E-02   0.0289
        29      190       5.13899E-02   0.0312
        30      190       4.96595E-02   0.0318
        31      190       5.73746E-02   0.0303
        32      190       6.32765E-02   0.0297
         1      191       1.68226E-02   0.0640
         2      191       1.77301E-02   0.0717
         3      191       1.87027E-02   0.0769
         4      191       1.97139E-02   0.0807
         5      191       1.94203E-02   0.0779
         6      191       1.85165E-02   0.0773
         7      191       1.75330E-02   0.0763
         8      191       1.68586E-02   0.0764
         9      191       1.67873E-02   0.0885
        10      191       1.71502E-02   0.0922
        11      191       1.66868E-02   0.0958
        12      191       1.67120E-02   0.0920
        13      191       1.63042E-02   0.0867
        14      191       1.60575E-02   0.0888
        15      191       1.66117E-02   0.0958
        16      191       1.67074E-02   0.0837
        17      191       3.05182E-02   0.0286
        18      191       3.31809E-02   0.0341
        19      191       3.78000E-02   0.0357
        20      191       4.02054E-02   0.0318
        21      191       4.46891E-02   0.0300
        22      191       4.19369E-02   0.0294
        23      191       4.01334E-02   0.0288
        24      191       4.26177E-02   0.0307
        25      191       4.39059E-02   0.0287
        26      191       4.72617E-02   0.0293
        27      191       5.27032E-02   0.0265
        28      191       5.27522E-02   0.0299
        29      191       4.55261E-02   0.0341
        30      191       4.65100E-02   0.0330
        31      191       5.72474E-02   0.0305
        32      191       6.21641E-02   0.0306
         1      192       1.63959E-02   0.0763
         2      192       1.63404E-02   0.0766
         3      192       1.64644E-02   0.0752
         4      192       1.69729E-02   0.0830
         5      192       1.71293E-02   0.0794
         6      192       1.72695E-02   0.0745
         7      192       1.73326E-02   0.0699
         8      192       1.83262E-02   0.0745
         9      192       1.67456E-02   0.0691
        10      192       1.63612E-02   0.0729
        11      192       1.60045E-02   0.0783
        12      192       1.55021E-02   0.0826
        13      192       1.50775E-02   0.0846
        14      192       1.54854E-02   0.1002
        15      192       1.49737E-02   0.0888
        16      192       1.51511E-02   0.0899
        17      192       3.01662E-02   0.0294
        18      192       3.28731E-02   0.0354
        19      192       3.46011E-02   0.0357
        20      192       4.14164E-02   0.0396
        21      192       4.06669E-02   0.0297
        22      192       4.09921E-02   0.0282
        23      192       4.11765E-02   0.0276
        24      192       3.94397E-02   0.0276
        25      192       3.99784E-02   0.0280
        26      192       4.65227E-02   0.0299
        27      192       5.26739E-02   0.0262
        28      192       5.12852E-02   0.0314
        29      192       4.64304E-02   0.0336
        30      192       4.62189E-02   0.0326
        31      192       5.49258E-02   0.0311
        32      192       5.85791E-02   0.0299
         1      193       1.64602E-02   0.0608
         2      193       1.82635E-02   0.0695
         3      193       1.78450E-02   0.0753
         4      193       1.73326E-02   0.0807
         5      193       1.69504E-02   0.0777
         6      193       1.68749E-02   0.0739
         7      193       1.70714E-02   0.0707
         8      193       1.76137E-02   0.0753
         9      193       1.79634E-02   0.0813
        10      193       1.78564E-02   0.0945
        11      193       1.74571E-02   0.0976
        12      193       1.63238E-02   0.0859
        13      193       1.54891E-02   0.0836
        14      193       1.53021E-02   0.0937
        15      193       1.49571E-02   0.0912
        16      193       1.37835E-02   0.0837
        17      193       3.00746E-02   0.0316
        18      193       3.26691E-02   0.0350
        19      193       3.48709E-02   0.0388
        20      193       3.71639E-02   0.0361
        21      193       4.11713E-02   0.0331
        22      193       4.10362E-02   0.0297
        23      193       3.97585E-02   0.0274
        24      193       3.85703E-02   0.0268
        25      193       3.84891E-02   0.0277
        26      193       4.37005E-02   0.0279
        27      193       5.03303E-02   0.0267
        28      193       4.92382E-02   0.0307
        29      193       4.50526E-02   0.0331
        30      193       4.51979E-02   0.0328
        31      193       5.27551E-02   0.0309
        32      193       5.87656E-02   0.0305
         1      194       1.88569E-02   0.1062
         2      194       1.63611E-02   0.0725
         3      194       1.69771E-02   0.0663
         4      194       1.66240E-02   0.0735
         5      194       1.70199E-02   0.0701
         6      194       1.62412E-02   0.0670
         7      194       1.65514E-02   0.0670
         8      194       1.67046E-02   0.0710
         9      194       1.59656E-02   0.0781
        10      194       1.48692E-02   0.0848
        11      194       1.55288E-02   0.0972
        12      194       1.57300E-02   0.0881
        13      194       1.55135E-02   0.0813
        14      194       1.39179E-02   0.0792
        15      194       1.36622E-02   0.0792
        16      194       1.44814E-02   0.0770
        17      194       2.99952E-02   0.0299
        18      194       3.22250E-02   0.0354
        19      194       3.53441E-02   0.0479
        20      194       3.83353E-02   0.0349
        21      194       3.80874E-02   0.0328
        22      194       3.60224E-02   0.0267
        23      194       3.58710E-02   0.0274
        24      194       3.73330E-02   0.0265
        25      194       4.03167E-02   0.0279
        26      194       4.25243E-02   0.0282
        27      194       4.85998E-02   0.0276
        28      194       4.86770E-02   0.0317
        29      194       4.77927E-02   0.0344
        30      194       4.33020E-02   0.0322
        31      194       5.15603E-02   0.0301
        32      194       5.54382E-02   0.0323
         1      195       1.38323E-02   0.0592
         2      195       1.65169E-02   0.0864
         3      195       1.71327E-02   0.0789
         4      195       1.76371E-02   0.0761
         5      195       1.92573E-02   0.0960
         6      195       1.99965E-02   0.0902
         7      195       1.95887E-02   0.0857
         8      195       1.90541E-02   0.0919
         9      195       1.90515E-02   0.0906
        10      195       1.75419E-02   0.0902
        11      195       1.55369E-02   0.0897
        12      195       1.50225E-02   0.0846
        13      195       1.41021E-02   0.0801
        14      195       1.32782E-02   0.0879
        15      195       1.31925E-02   0.0891
        16      195       1.31083E-02   0.0907
        17      195       2.88075E-02   0.0294
        18      195       3.09380E-02   0.0365
        19      195       3.46921E-02   0.0399
        20      195       3.70465E-02   0.0313
        21      195       4.01162E-02   0.0325
        22      195       3.81989E-02   0.0283
        23      195       3.78124E-02   0.0295
        24      195       3.65468E-02   0.0273
        25      195       3.75226E-02   0.0271
        26      195       4.00887E-02   0.0292
        27      195       4.43352E-02   0.0265
        28      195       4.55372E-02   0.0299
        29      195       4.28451E-02   0.0345
        30      195       4.19793E-02   0.0344
        31      195       4.77672E-02   0.0315
        32      195       5.36268E-02   0.0311
         1      196       1.83079E-02   0.0832
         2      196       1.75482E-02   0.0787
         3      196       1.85671E-02   0.0944
         4      196       1.95613E-02   0.1107
         5      196       1.76177E-02   0.0850
         6      196       1.68910E-02   0.0800
         7      196       1.72007E-02   0.0794
         8      196       1.71094E-02   0.0859
         9      196       1.67003E-02   0.0941
        10      196       1.69485E-02   0.1060
        11      196       1.81191E-02   0.1201
        12      196       1.64977E-02   0.1130
        13      196       1.45367E-02   0.0927
        14      196       1.36562E-02   0.0875
        15      196       1.34518E-02   0.0867
        16      196       1.45779E-02   0.0882
        17      196       2.86200E-02   0.0348
        18      196       3.17921E-02   0.0391
        19      196       3.46580E-02   0.0411
        20      196       3.51971E-02   0.0338
        21      196       3.82725E-02   0.0333
        22      196       3.72637E-02   0.0282
        23      196       3.61676E-02   0.0265
        24      196       3.58613E-02   0.0269
        25      196       3.73198E-02   0.0274
        26      196       3.95221E-02   0.0288
        27      196       4.62187E-02   0.0276
        28      196       4.71746E-02   0.0302
        29      196       4.23006E-02   0.0333
        30      196       4.12548E-02   0.0348
        31      196       4.73420E-02   0.0320
        32      196       5.30816E-02   0.0321
         1      197       1.64103E-02   0.0672
         2      197       1.72230E-02   0.0689
         3      197       1.85621E-02   0.0758
         4      197       1.94850E-02   0.0821
         5      197       1.88856E-02   0.0809
         6      197       1.89484E-02   0.0773
         7      197       1.84590E-02   0.0783
         8      197       1.84748E-02   0.0851
         9      197       1.91605E-02   0.0994
        10      197       2.01380E-02   0.1163
        11      197       1.77826E-02   0.1198
        12      197       1.78188E-02   0.1126
        13      197       1.72736E-02   0.1098
        14      197       1.58701E-02   0.1145
        15      197       1.58953E-02   0.1100
        16      197       1.47978E-02   0.1007
        17      197       2.84684E-02   0.0320
        18      197       3.14979E-02   0.0353
        19      197       3.36138E-02   0.0413
        20      197       3.59644E-02   0.0392
        21      197       3.68698E-02   0.0306
        22      197       3.79956E-02   0.0322
        23      197       3.65132E-02   0.0295
        24      197       3.59014E-02   0.0264
        25      197       3.62594E-02   0.0270
        26      197       4.07595E-02   0.0285
        27      197       4.39388E-02   0.0275
        28      197       4.24399E-02   0.0299
        29      197       4.09187E-02   0.0318
        30      197       4.12007E-02   0.0321
        31      197       4.88913E-02   0.0327
        32      197       5.19776E-02   0.0319
         1      198       1.34504E-02   0.0711
         2      198       1.32231E-02   0.0651
         3      198       1.29090E-02   0.0625
         4      198       1.32257E-02   0.0764
         5      198       1.32707E-02   0.0746
         6      198       1.31782E-02   0.0728
         7      198       1.36584E-02   0.0756
         8      198       1.43434E-02   0.0840
         9      198       1.35404E-02   0.0809
        10      198       1.32412E-02   0.0818
        11      198       1.25030E-02   0.0852
        12      198       1.13823E-02   0.0839
        13      198       1.16633E-02   0.0835
        14      198       1.19483E-02   0.1032
        15      198       1.32764E-02   0.1107
        16      198       1.40039E-02   0.1136
        17      198       2.77546E-02   0.0359
        18      198       3.02270E-02   0.0397
        19      198       3.29419E-02   0.0426
        20      198       3.50026E-02   0.0354
        21      198       3.64422E-02   0.0326
        22      198       3.60477E-02   0.0309
        23      198       3.50621E-02   0.0274
        24      198       3.40287E-02   0.0278
        25      198       3.49731E-02   0.0283
        26      198       3.85657E-02   0.0278
        27      198       4.22156E-02   0.0270
        28      198       4.33834E-02   0.0305
        29      198       3.96829E-02   0.0338
        30      198       3.96627E-02   0.0340
        31      198       4.72696E-02   0.0334
        32      198       5.16334E-02   0.0322
         1      199       1.58349E-02   0.0925
         2      199       1.62646E-02   0.0994
         3      199       1.63872E-02   0.1031
         4      199       1.57182E-02   0.1035
         5      199       1.68751E-02   0.0951
         6      199       1.63515E-02   0.0894
         7      199       1.58595E-02   0.0834
         8      199       1.60324E-02   0.0840
         9      199       1.48635E-02   0.0961
        10      199       1.30515E-02   0.1138
        11      199       1.33513E-02   0.1186
        12      199       1.34899E-02   0.1107
        13      199       1.34739E-02   0.1072
        14      199       1.28863E-02   0.1042
        15      199       1.12651E-02   0.0957
        16      199       1.14974E-02   0.0885
        17      199       2.67315E-02   0.0350
        18      199       3.10966E-02   0.0401
        19      199       3.24811E-02   0.0368
        20      199       3.66922E-02   0.0370
        21      199       3.42418E-02   0.0285
        22      199       3.57470E-02   0.0307
        23      199       3.48117E-02   0.0308
        24      199       3.46773E-02   0.0297
        25      199       3.55992E-02   0.0275
        26      199       3.90979E-02   0.0289
        27      199       4.44843E-02   0.0297
        28      199       4.44796E-02   0.0310
        29      199       3.86682E-02   0.0319
        30      199       4.09021E-02   0.0357
        31      199       4.64110E-02   0.0319
        32      199       4.91827E-02   0.0309
         1      200       1.47239E-02   0.0739
         2      200       1.46556E-02   0.0747
         3      200       1.47049E-02   0.0772
         4      200       1.55276E-02   0.0870
         5      200       1.52470E-02   0.0931
         6      200       1.49747E-02   0.0855
         7      200       1.52360E-02   0.0762
         8      200       1.42433E-02   0.0755
         9      200       1.42648E-02   0.0813
        10      200       1.35247E-02   0.0948
        11      200       1.22574E-02   0.1022
        12      200       1.10500E-02   0.0922
        13      200       1.03482E-02   0.0796
        14      200       1.01240E-02   0.0815
        15      200       1.02969E-02   0.0830
        16      200       1.03272E-02   0.0829
        17      200       2.61152E-02   0.0322
        18      200       2.80939E-02   0.0383
        19      200       3.13764E-02   0.0392
        20      200       3.45143E-02   0.0330
        21      200       3.71824E-02   0.0365
        22      200       3.62506E-02   0.0308
        23      200       3.38268E-02   0.0277
        24      200       3.28629E-02   0.0289
        25      200       3.44745E-02   0.0288
        26      200       3.69736E-02   0.0283
        27      200       4.34324E-02   0.0271
        28      200       4.46121E-02   0.0348
        29      200       4.11624E-02   0.0347
        30      200       4.06124E-02   0.0345
        31      200       4.55781E-02   0.0320
        32      200       4.92559E-02   0.0339
         1      201       1.44705E-02   0.0715
         2      201       1.53443E-02   0.0777
         3      201       1.61086E-02   0.0886
         4      201       1.54864E-02   0.0980
         5      201       1.36991E-02   0.0824
         6      201       1.30931E-02   0.0811
         7      201       1.34632E-02   0.0953
         8      201       1.37043E-02   0.1043
         9      201       1.23578E-02   0.1039
        10      201       1.04952E-02   0.0856
        11      201       9.81690E-03   0.0866
        12      201       1.00856E-02   0.0879
        13      201       1.01837E-02   0.1010
        14      201       1.02018E-02   0.1123
        15      201       1.06100E-02   0.1221
        16      201       1.12034E-02   0.1254
        17      201       2.69405E-02   0.0336
        18      201       2.83500E-02   0.0374
        19      201       3.27289E-02   0.0429
        20      201       3.38268E-02   0.0358
        21      201       3.42694E-02   0.0304
        22      201       3.55072E-02   0.0369
        23      201       3.43326E-02   0.0364
        24      201       3.32238E-02   0.0310
        25      201       3.32789E-02   0.0287
        26      201       3.72593E-02   0.0326
        27      201       4.24875E-02   0.0290
        28      201       4.19095E-02   0.0326
        29      201       3.88304E-02   0.0346
        30      201       3.87210E-02   0.0368
        31      201       4.34454E-02   0.0342
        32      201       4.68152E-02   0.0360
         1      202       1.46139E-02   0.0846
         2      202       1.45773E-02   0.0913
         3      202       1.44401E-02   0.0897
         4      202       1.36443E-02   0.0959
         5      202       1.30818E-02   0.0924
         6      202       1.31491E-02   0.0915
         7      202       1.13872E-02   0.0741
         8      202       1.06091E-02   0.0722
         9      202       1.00931E-02   0.0789
        10      202       1.01742E-02   0.0932
        11      202       9.91222E-03   0.0993
        12      202       9.92539E-03   0.0976
        13      202       9.67416E-03   0.0854
        14      202       9.65503E-03   0.0968
        15      202       9.05378E-03   0.0938
        16      202       9.39994E-03   0.0950
        17      202       2.61296E-02   0.0342
        18      202       2.87864E-02   0.0400
        19      202       3.07789E-02   0.0406
        20      202       3.22975E-02   0.0349
        21      202       3.33165E-02   0.0305
        22      202       3.37841E-02   0.0300
        23      202       3.26058E-02   0.0276
        24      202       3.13752E-02   0.0287
        25      202       3.26313E-02   0.0281
        26      202       3.58754E-02   0.0315
        27      202       4.23674E-02   0.0299
        28      202       4.13709E-02   0.0335
        29      202       3.74839E-02   0.0349
        30      202       3.78424E-02   0.0394
        31      202       4.17704E-02   0.0329
        32      202       4.58601E-02   0.0319
         1      203       1.13375E-02   0.0707
         2      203       1.18588E-02   0.0720
         3      203       1.21478E-02   0.0833
         4      203       1.24665E-02   0.0895
         5      203       1.32265E-02   0.0826
         6      203       1.29012E-02   0.0742
         7      203       1.23902E-02   0.0716
         8      203       1.17266E-02   0.0739
         9      203       1.17115E-02   0.0833
        10      203       1.05652E-02   0.0894
        11      203       1.01434E-02   0.0964
        12      203       9.95340E-03   0.0962
        13      203       1.00554E-02   0.1017
        14      203       9.63460E-03   0.1108
        15      203       9.99391E-03   0.1090
        16      203       9.28973E-03   0.1124
        17      203       2.37002E-02   0.0325
        18      203       2.83933E-02   0.0496
        19      203       2.95161E-02   0.0415
        20      203       3.31926E-02   0.0408
        21      203       3.67231E-02   0.0384
        22      203       3.41190E-02   0.0301
        23      203       3.04904E-02   0.0283
        24      203       3.18905E-02   0.0297
        25      203       3.27222E-02   0.0289
        26      203       3.75818E-02   0.0301
        27      203       4.21015E-02   0.0287
        28      203       4.16853E-02   0.0342
        29      203       3.61776E-02   0.0324
        30      203       3.73427E-02   0.0352
        31      203       4.38193E-02   0.0343
        32      203       4.58265E-02   0.0323
         1      204       1.27733E-02   0.0980
         2      204       1.30313E-02   0.0862
         3      204       1.31893E-02   0.0848
         4      204       1.28367E-02   0.0982
         5      204       1.17156E-02   0.0971
         6      204       1.06863E-02   0.0926
         7      204       1.10288E-02   0.0848
         8      204       1.11901E-02   0.0928
         9      204       1.02290E-02   0.0929
        10      204       9.46452E-03   0.0914
        11      204       8.96824E-03   0.0965
        12      204       8.70353E-03   0.0969
        13      204       7.86045E-03   0.1061
        14      204       8.85291E-03   0.1061
        15      204       9.13083E-03   0.0977
        16      204       9.59688E-03   0.0900
        17      204       2.49925E-02   0.0340
        18      204       2.72030E-02   0.0388
        19      204       2.88055E-02   0.0395
        20      204       3.21434E-02   0.0379
        21      204       3.51142E-02   0.0358
        22      204       3.30036E-02   0.0319
        23      204       3.21622E-02   0.0327
        24      204       3.04058E-02   0.0316
        25      204       3.05727E-02   0.0301
        26      204       3.50017E-02   0.0297
        27      204       3.87544E-02   0.0276
        28      204       3.95432E-02   0.0341
        29      204       3.60493E-02   0.0321
        30      204       3.53185E-02   0.0355
        31      204       4.18860E-02   0.0342
        32      204       4.40483E-02   0.0331
         1      205       1.11399E-02   0.0874
         2      205       1.12181E-02   0.0939
         3      205       1.06964E-02   0.0810
         4      205       1.10802E-02   0.0863
         5      205       1.10219E-02   0.0831
         6      205       1.07732E-02   0.0826
         7      205       1.04139E-02   0.0833
         8      205       1.06210E-02   0.0866
         9      205       9.77392E-03   0.0916
        10      205       1.00459E-02   0.0969
        11      205       9.95178E-03   0.1021
        12      205       9.76489E-03   0.0960
        13      205       1.04660E-02   0.0913
        14      205       9.65064E-03   0.0994
        15      205       9.27255E-03   0.0994
        16      205       9.89215E-03   0.0951
        17      205       2.48670E-02   0.0361
        18      205       2.83771E-02   0.0445
        19      205       2.82769E-02   0.0429
        20      205       3.04403E-02   0.0393
        21      205       3.33888E-02   0.0352
        22      205       3.24900E-02   0.0307
        23      205       3.04646E-02   0.0296
        24      205       3.19322E-02   0.0306
        25      205       3.18096E-02   0.0308
        26      205       3.38180E-02   0.0308
        27      205       3.93704E-02   0.0295
        28      205       4.02447E-02   0.0336
        29      205       3.36291E-02   0.0343
        30      205       3.39113E-02   0.0387
        31      205       3.93708E-02   0.0325
        32      205       4.23423E-02   0.0331
         1      206       1.16347E-02   0.0745
         2      206       1.20786E-02   0.0784
         3      206       1.25567E-02   0.0855
         4      206       1.29570E-02   0.1023
         5      206       1.35062E-02   0.1001
         6      206       1.36674E-02   0.0900
         7      206       1.32227E-02   0.0833
         8      206       1.20825E-02   0.0887
         9      206       1.17231E-02   0.0862
        10      206       9.68246E-03   0.0794
        11      206       8.83398E-03   0.0833
        12      206       9.69345E-03   0.1026
        13      206       8.95945E-03   0.0878
        14      206       8.88565E-03   0.0893
        15      206       9.06333E-03   0.0902
        16      206       8.87933E-03   0.0855
        17      206       2.23934E-02   0.0342
        18      206       2.49545E-02   0.0394
        19      206       2.70917E-02   0.0444
        20      206       2.97449E-02   0.0357
        21      206       3.12904E-02   0.0345
        22      206       3.07196E-02   0.0294
        23      206       3.09920E-02   0.0319
        24      206       3.09092E-02   0.0337
        25      206       3.06852E-02   0.0293
        26      206       3.33084E-02   0.0285
        27      206       3.96458E-02   0.0310
        28      206       3.77193E-02   0.0332
        29      206       3.39194E-02   0.0354
        30      206       3.52550E-02   0.0374
        31      206       4.00034E-02   0.0354
        32      206       4.19675E-02   0.0344
         1      207       1.12813E-02   0.0856
         2      207       1.14788E-02   0.0910
         3      207       1.24128E-02   0.1012
         4      207       1.33339E-02   0.1136
         5      207       1.25898E-02   0.1070
         6      207       1.24839E-02   0.1021
         7      207       1.23904E-02   0.1007
         8      207       1.34153E-02   0.1141
         9      207       1.25695E-02   0.1277
        10      207       1.21067E-02   0.1420
        11      207       1.04868E-02   0.1566
        12      207       9.72536E-03   0.1255
        13      207       9.43403E-03   0.1043
        14      207       8.73657E-03   0.1017
        15      207       9.20532E-03   0.1024
        16      207       9.34411E-03   0.0997
        17      207       2.36017E-02   0.0390
        18      207       2.50343E-02   0.0428
        19      207       2.66739E-02   0.0431
        20      207       2.94496E-02   0.0369
        21      207       3.30777E-02   0.0375
        22      207       3.15737E-02   0.0359
        23      207       2.89019E-02   0.0315
        24      207       2.88063E-02   0.0286
        25      207       3.06160E-02   0.0303
        26      207       3.25108E-02   0.0324
        27      207       3.65312E-02   0.0304
        28      207       3.53137E-02   0.0345
        29      207       3.31605E-02   0.0356
        30      207       3.29761E-02   0.0353
        31      207       3.95679E-02   0.0342
        32      207       4.04527E-02   0.0344
         1      208       1.21176E-02   0.0904
         2      208       1.17026E-02   0.0837
         3      208       1.20767E-02   0.0962
         4      208       1.14260E-02   0.0882
         5      208       1.24468E-02   0.1152
         6      208       1.16419E-02   0.1080
         7      208       1.14391E-02   0.0982
         8      208       1.00949E-02   0.0845
         9      208       1.01977E-02   0.0867
        10      208       9.95231E-03   0.0920
        11      208       1.11906E-02   0.1234
        12      208       1.05753E-02   0.1173
        13      208       1.00264E-02   0.1124
        14      208       1.03413E-02   0.1151
        15      208       9.30188E-03   0.1123
        16      208       8.46109E-03   0.1061
        17      208       2.28194E-02   0.0328
        18      208       2.47117E-02   0.0395
        19      208       2.77495E-02   0.0424
        20      208       2.97850E-02   0.0400
        21      208       2.99145E-02   0.0335
        22      208       2.87360E-02   0.0319
        23      208       2.86948E-02   0.0303
        24      208       2.79159E-02   0.0316
        25      208       3.01552E-02   0.0321
        26      208       3.24298E-02   0.0347
        27      208       3.67093E-02   0.0315
        28      208       3.55568E-02   0.0339
        29      208       3.29570E-02   0.0353
        30      208       3.39905E-02   0.0386
        31      208       3.91357E-02   0.0376
        32      208       4.19285E-02   0.0370
         1      209       1.17544E-02   0.0824
         2      209       1.29627E-02   0.1060
         3      209       1.23740E-02   0.1160
         4      209       1.16850E-02   0.1361
         5      209       1.04289E-02   0.0912
         6      209       1.16976E-02   0.0902
         7      209       1.19092E-02   0.0928
         8      209       1.26424E-02   0.1005
         9      209       1.17103E-02   0.1122
        10      209       1.16524E-02   0.1305
        11      209       1.05798E-02   0.1183
        12      209       9.92065E-03   0.1110
        13      209       9.35648E-03   0.1025
        14      209       8.36225E-03   0.1018
        15      209       8.64370E-03   0.1018
        16      209       1.04267E-02   0.1086
        17      209       2.15607E-02   0.0323
        18      209       2.66735E-02   0.0435
        19      209       2.76605E-02   0.0408
        20      209       2.92233E-02   0.0365
        21      209       2.95892E-02   0.0362
        22      209       2.83452E-02   0.0302
        23      209       2.91419E-02   0.0328
        24      209       2.91175E-02   0.0318
        25      209       2.97365E-02   0.0337
        26      209       3.35879E-02   0.0371
        27      209       3.76217E-02   0.0315
        28      209       3.69547E-02   0.0346
        29      209       3.30214E-02   0.0346
        30      209       3.30301E-02   0.0357
        31      209       3.76136E-02   0.0338
        32      209       4.13446E-02   0.0350
         1      210       1.08185E-02   0.0889
