
 'MICER spectrum':

  detector  wavelength      value      rel. std. dev.
        18       71       1.15169E-02   0.0716
        19       71       1.22092E-02   0.0657
        20       71       1.39365E-02   0.0599
        21       71       1.48258E-02   0.0617
        22       71       1.34441E-02   0.0525
        23       71       1.28156E-02   0.0479
        24       71       1.25787E-02   0.0499
        25       71       1.19834E-02   0.0494
        26       71       1.30788E-02   0.0514
        27       71       1.49788E-02   0.0482
        28       71       1.48248E-02   0.0561
        29       71       1.27523E-02   0.0579
        30       71       1.26256E-02   0.0528
        31       71       1.49141E-02   0.0486
        32       71       1.76130E-02   0.0508
         1       72       3.22591E-02   0.0845
         2       72       3.45826E-02   0.0858
         3       72       3.57418E-02   0.0899
         4       72       3.38690E-02   0.0987
         5       72       3.25219E-02   0.1023
         6       72       3.02221E-02   0.1010
         7       72       3.06721E-02   0.1009
         8       72       2.79565E-02   0.1130
         9       72       2.64144E-02   0.1141
        10       72       2.16539E-02   0.1171
        11       72       1.77335E-02   0.1272
        12       72       1.71145E-02   0.1186
        13       72       1.42625E-02   0.1200
        14       72       1.14722E-02   0.1312
        15       72       1.00739E-02   0.1348
        16       72       9.44381E-03   0.1293
        17       72       1.20230E-02   0.0510
        18       72       1.38214E-02   0.0732
        19       72       1.40764E-02   0.0556
        20       72       1.39018E-02   0.0563
        21       72       1.32369E-02   0.0506
        22       72       1.36324E-02   0.0531
        23       72       1.34365E-02   0.0496
        24       72       1.36637E-02   0.0508
        25       72       1.27669E-02   0.0503
        26       72       1.30460E-02   0.0495
        27       72       1.56797E-02   0.0471
        28       72       1.61448E-02   0.0564
        29       72       1.55071E-02   0.0656
        30       72       1.36200E-02   0.0568
        31       72       1.54345E-02   0.0521
        32       72       1.72984E-02   0.0531
         1       73       3.20477E-02   0.0849
         2       73       2.97128E-02   0.0874
         3       73       2.85345E-02   0.0939
         4       73       2.89497E-02   0.1061
         5       73       2.72045E-02   0.1024
         6       73       2.70875E-02   0.0975
         7       73       2.31246E-02   0.0947
         8       73       2.29941E-02   0.1006
         9       73       1.95383E-02   0.1071
        10       73       1.71733E-02   0.1160
        11       73       1.47371E-02   0.1401
        12       73       1.36728E-02   0.1344
        13       73       1.13686E-02   0.1209
        14       73       1.02714E-02   0.1192
        15       73       9.70867E-03   0.1175
        16       73       9.52735E-03   0.1134
        17       73       1.31940E-02   0.0623
        18       73       1.38295E-02   0.0689
        19       73       1.44675E-02   0.0676
        20       73       1.45480E-02   0.0596
        21       73       1.48218E-02   0.0638
        22       73       1.47005E-02   0.0580
        23       73       1.34327E-02   0.0518
        24       73       1.40762E-02   0.0470
        25       73       1.36074E-02   0.0496
        26       73       1.40383E-02   0.0472
        27       73       1.48168E-02   0.0478
        28       73       1.51267E-02   0.0534
        29       73       1.37013E-02   0.0568
        30       73       1.44928E-02   0.0582
        31       73       1.70741E-02   0.0496
        32       73       1.77665E-02   0.0487
         1       74       3.17183E-02   0.0819
         2       74       3.42600E-02   0.0896
         3       74       3.47583E-02   0.0977
         4       74       3.40556E-02   0.1109
         5       74       3.40535E-02   0.1052
         6       74       3.07325E-02   0.1006
         7       74       2.99330E-02   0.1030
         8       74       2.70999E-02   0.1089
         9       74       2.48822E-02   0.1074
        10       74       2.14403E-02   0.1107
        11       74       1.91684E-02   0.1094
        12       74       1.67304E-02   0.1054
        13       74       1.50636E-02   0.1044
        14       74       1.18890E-02   0.1171
        15       74       1.15590E-02   0.1225
        16       74       1.08964E-02   0.1188
        17       74       1.38885E-02   0.0606
        18       74       1.39995E-02   0.0666
        19       74       1.39671E-02   0.0672
        20       74       1.50702E-02   0.0647
        21       74       1.64131E-02   0.0528
        22       74       1.45563E-02   0.0485
        23       74       1.38795E-02   0.0472
        24       74       1.29490E-02   0.0467
        25       74       1.35181E-02   0.0509
        26       74       1.44088E-02   0.0465
        27       74       1.67585E-02   0.0446
        28       74       1.59204E-02   0.0469
        29       74       1.44228E-02   0.0568
        30       74       1.54894E-02   0.0535
        31       74       1.66506E-02   0.0496
        32       74       1.75182E-02   0.0513
         1       75       3.77883E-02   0.0884
         2       75       3.39255E-02   0.0870
         3       75       3.25561E-02   0.0986
         4       75       3.25405E-02   0.1057
         5       75       3.15411E-02   0.1006
         6       75       3.00684E-02   0.0868
         7       75       2.88088E-02   0.0848
         8       75       2.70165E-02   0.0909
         9       75       2.40030E-02   0.0907
        10       75       1.96263E-02   0.0883
        11       75       1.69977E-02   0.1104
        12       75       1.54064E-02   0.1046
        13       75       1.33415E-02   0.0940
        14       75       1.15641E-02   0.0964
        15       75       1.16224E-02   0.1042
        16       75       1.08703E-02   0.1050
        17       75       1.34285E-02   0.0538
        18       75       1.28147E-02   0.0643
        19       75       1.51375E-02   0.0646
        20       75       1.68858E-02   0.0571
        21       75       1.65666E-02   0.0514
        22       75       1.58178E-02   0.0453
        23       75       1.48154E-02   0.0457
        24       75       1.45109E-02   0.0471
        25       75       1.40822E-02   0.0442
        26       75       1.60751E-02   0.0448
        27       75       1.90341E-02   0.0515
        28       75       1.77011E-02   0.0508
        29       75       1.70256E-02   0.0585
        30       75       1.70566E-02   0.0662
        31       75       1.82776E-02   0.0604
        32       75       1.78618E-02   0.0473
         1       76       3.43518E-02   0.0773
         2       76       3.73828E-02   0.0838
         3       76       3.97616E-02   0.0877
         4       76       4.26193E-02   0.0998
         5       76       3.97118E-02   0.1004
         6       76       3.79644E-02   0.1033
         7       76       3.58609E-02   0.1016
         8       76       3.37200E-02   0.1075
         9       76       3.00392E-02   0.1163
        10       76       2.34486E-02   0.1211
        11       76       1.92077E-02   0.1302
        12       76       1.76622E-02   0.1212
        13       76       1.45843E-02   0.1082
        14       76       1.34966E-02   0.1142
        15       76       1.08800E-02   0.1121
        16       76       1.04413E-02   0.1047
        17       76       1.51699E-02   0.0585
        18       76       1.58196E-02   0.0687
        19       76       1.68001E-02   0.0681
        20       76       1.64410E-02   0.0547
        21       76       1.65795E-02   0.0530
        22       76       1.72668E-02   0.0458
        23       76       1.54589E-02   0.0464
        24       76       1.47597E-02   0.0447
        25       76       1.52034E-02   0.0438
        26       76       1.63662E-02   0.0456
        27       76       1.78505E-02   0.0410
        28       76       1.64266E-02   0.0464
        29       76       1.53029E-02   0.0500
        30       76       1.61717E-02   0.0542
        31       76       1.87937E-02   0.0534
        32       76       1.95336E-02   0.0498
         1       77       4.24572E-02   0.0851
         2       77       4.03343E-02   0.0788
         3       77       4.06604E-02   0.0809
         4       77       3.77775E-02   0.0873
         5       77       3.52640E-02   0.0864
         6       77       3.28009E-02   0.0836
         7       77       3.00997E-02   0.0779
         8       77       2.58146E-02   0.0804
         9       77       2.31280E-02   0.0865
        10       77       2.29215E-02   0.1173
        11       77       2.07701E-02   0.1363
        12       77       1.82183E-02   0.1236
        13       77       1.55830E-02   0.1047
        14       77       1.16808E-02   0.0952
        15       77       1.09743E-02   0.1055
        16       77       1.06751E-02   0.1043
        17       77       1.46018E-02   0.0470
        18       77       1.48383E-02   0.0650
        19       77       1.51545E-02   0.0627
        20       77       1.70325E-02   0.0548
        21       77       1.79743E-02   0.0522
        22       77       1.76073E-02   0.0499
        23       77       1.58561E-02   0.0499
        24       77       1.49693E-02   0.0464
        25       77       1.50388E-02   0.0506
        26       77       1.62702E-02   0.0480
        27       77       1.89815E-02   0.0468
        28       77       1.81256E-02   0.0457
        29       77       1.76689E-02   0.0532
        30       77       1.77476E-02   0.0516
        31       77       1.87682E-02   0.0534
        32       77       1.97341E-02   0.0457
         1       78       4.44055E-02   0.0950
         2       78       4.47490E-02   0.0851
         3       78       4.37492E-02   0.0905
         4       78       4.17385E-02   0.0971
         5       78       4.01797E-02   0.0955
         6       78       3.96215E-02   0.0928
         7       78       3.74057E-02   0.0925
         8       78       3.43519E-02   0.0969
         9       78       3.20619E-02   0.1006
        10       78       2.87492E-02   0.1045
        11       78       2.65014E-02   0.1105
        12       78       2.46815E-02   0.1082
        13       78       2.03678E-02   0.1054
        14       78       1.52734E-02   0.1186
        15       78       1.36612E-02   0.1145
        16       78       1.28586E-02   0.1102
        17       78       1.56425E-02   0.0495
        18       78       1.82648E-02   0.0639
        19       78       1.64976E-02   0.0647
        20       78       1.78425E-02   0.0532
        21       78       1.78283E-02   0.0457
        22       78       1.78702E-02   0.0479
        23       78       1.64971E-02   0.0481
        24       78       1.58052E-02   0.0471
        25       78       1.50449E-02   0.0463
        26       78       1.58704E-02   0.0443
        27       78       1.79662E-02   0.0425
        28       78       2.02110E-02   0.0501
        29       78       1.79494E-02   0.0627
        30       78       1.76756E-02   0.0522
        31       78       2.02461E-02   0.0467
        32       78       2.28445E-02   0.0465
         1       79       4.11204E-02   0.0797
         2       79       4.00589E-02   0.0849
         3       79       3.96951E-02   0.0879
         4       79       3.92184E-02   0.0993
         5       79       3.87293E-02   0.0953
         6       79       3.63816E-02   0.0907
         7       79       3.36016E-02   0.0871
         8       79       3.21457E-02   0.0895
         9       79       2.95377E-02   0.0943
        10       79       2.57744E-02   0.0991
        11       79       2.23705E-02   0.1088
        12       79       2.02287E-02   0.1079
        13       79       1.85117E-02   0.1074
        14       79       1.72128E-02   0.1167
        15       79       1.54777E-02   0.1201
        16       79       1.22550E-02   0.1130
        17       79       1.67837E-02   0.0536
        18       79       1.69140E-02   0.0673
        19       79       1.61127E-02   0.0614
        20       79       1.62395E-02   0.0487
        21       79       1.84152E-02   0.0512
        22       79       1.75762E-02   0.0444
        23       79       1.69899E-02   0.0443
        24       79       1.69252E-02   0.0463
        25       79       1.74023E-02   0.0449
        26       79       1.89394E-02   0.0469
        27       79       2.10747E-02   0.0458
        28       79       1.98386E-02   0.0457
        29       79       1.83178E-02   0.0480
        30       79       1.88611E-02   0.0517
        31       79       2.21075E-02   0.0496
        32       79       2.29074E-02   0.0476
         1       80       4.09037E-02   0.0720
         2       80       4.10138E-02   0.0723
         3       80       4.07644E-02   0.0775
         4       80       4.05853E-02   0.0836
         5       80       3.73839E-02   0.0823
         6       80       3.63689E-02   0.0803
         7       80       3.49021E-02   0.0831
         8       80       3.34803E-02   0.0904
         9       80       2.97279E-02   0.1011
        10       80       2.64026E-02   0.1091
        11       80       2.20948E-02   0.1142
        12       80       2.06166E-02   0.1092
        13       80       1.88718E-02   0.1078
        14       80       1.74154E-02   0.1178
        15       80       1.67781E-02   0.1158
        16       80       1.75891E-02   0.1067
        17       80       1.71319E-02   0.0512
        18       80       1.71876E-02   0.0633
        19       80       1.65280E-02   0.0547
        20       80       1.77289E-02   0.0508
        21       80       1.95721E-02   0.0598
        22       80       1.86002E-02   0.0446
        23       80       1.76731E-02   0.0455
        24       80       1.73816E-02   0.0467
        25       80       1.72517E-02   0.0439
        26       80       1.82343E-02   0.0400
        27       80       1.98283E-02   0.0414
        28       80       1.93151E-02   0.0447
        29       80       1.72029E-02   0.0484
        30       80       1.73571E-02   0.0520
        31       80       2.23748E-02   0.0515
        32       80       2.38576E-02   0.0505
         1       81       3.66544E-02   0.0773
         2       81       3.65786E-02   0.0829
         3       81       3.80936E-02   0.0945
         4       81       4.05699E-02   0.1044
         5       81       3.94370E-02   0.0999
         6       81       3.79496E-02   0.0923
         7       81       3.44622E-02   0.0844
         8       81       3.15608E-02   0.0828
         9       81       2.87318E-02   0.0929
        10       81       2.46233E-02   0.1059
        11       81       2.35731E-02   0.1171
        12       81       2.12175E-02   0.1107
        13       81       1.78822E-02   0.1026
        14       81       1.38982E-02   0.1073
        15       81       1.41965E-02   0.1039
        16       81       1.35588E-02   0.0978
        17       81       1.60160E-02   0.0559
        18       81       1.58167E-02   0.0770
        19       81       1.74116E-02   0.0657
        20       81       1.93375E-02   0.0538
        21       81       2.02963E-02   0.0518
        22       81       1.97036E-02   0.0509
        23       81       1.78822E-02   0.0466
        24       81       1.75161E-02   0.0482
        25       81       1.76393E-02   0.0456
        26       81       2.11221E-02   0.0499
        27       81       2.21359E-02   0.0479
        28       81       2.14725E-02   0.0497
        29       81       2.07228E-02   0.0624
        30       81       1.96462E-02   0.0479
        31       81       2.36021E-02   0.0469
        32       81       2.50140E-02   0.0486
         1       82       4.13247E-02   0.0790
         2       82       4.25462E-02   0.0828
         3       82       4.18961E-02   0.0918
         4       82       3.81945E-02   0.1022
         5       82       3.71426E-02   0.0994
         6       82       3.51909E-02   0.0987
         7       82       3.52854E-02   0.0962
         8       82       3.37996E-02   0.1015
         9       82       3.18302E-02   0.1006
        10       82       2.84654E-02   0.1016
        11       82       2.44165E-02   0.1135
        12       82       2.38236E-02   0.1076
        13       82       2.12750E-02   0.1047
        14       82       1.97676E-02   0.1095
        15       82       1.76713E-02   0.1110
        16       82       1.64863E-02   0.1122
        17       82       1.66095E-02   0.0580
        18       82       1.67879E-02   0.0677
        19       82       1.76716E-02   0.0608
        20       82       1.84659E-02   0.0517
        21       82       1.94893E-02   0.0439
        22       82       1.82199E-02   0.0435
        23       82       1.73829E-02   0.0460
        24       82       1.76821E-02   0.0418
        25       82       1.87893E-02   0.0435
        26       82       2.00231E-02   0.0403
        27       82       2.15594E-02   0.0417
        28       82       2.14927E-02   0.0466
        29       82       1.92085E-02   0.0496
        30       82       2.05416E-02   0.0610
        31       82       2.37997E-02   0.0457
        32       82       2.54138E-02   0.0491
         1       83       3.98201E-02   0.0878
         2       83       4.12960E-02   0.0890
         3       83       4.19556E-02   0.0888
         4       83       4.09200E-02   0.0974
         5       83       4.04001E-02   0.0968
         6       83       3.89176E-02   0.0914
         7       83       3.52319E-02   0.0865
         8       83       3.08573E-02   0.0882
         9       83       2.78418E-02   0.0957
        10       83       2.55669E-02   0.1074
        11       83       2.41817E-02   0.1054
        12       83       2.19813E-02   0.1029
        13       83       2.02323E-02   0.0969
        14       83       1.73179E-02   0.1038
        15       83       1.63711E-02   0.1033
        16       83       1.63636E-02   0.1000
        17       83       1.57582E-02   0.0424
        18       83       1.71357E-02   0.0539
        19       83       1.98713E-02   0.0549
        20       83       2.02165E-02   0.0469
        21       83       2.01180E-02   0.0451
        22       83       2.00826E-02   0.0468
        23       83       1.89549E-02   0.0519
        24       83       1.74556E-02   0.0402
        25       83       1.84814E-02   0.0427
        26       83       2.00138E-02   0.0423
        27       83       2.33782E-02   0.0468
        28       83       2.23167E-02   0.0456
        29       83       2.01829E-02   0.0444
        30       83       2.13576E-02   0.0477
        31       83       2.37235E-02   0.0474
        32       83       2.52279E-02   0.0421
         1       84       3.73304E-02   0.0696
         2       84       3.71379E-02   0.0670
         3       84       3.80590E-02   0.0718
         4       84       3.95966E-02   0.0877
         5       84       3.65912E-02   0.0816
         6       84       3.48460E-02   0.0779
         7       84       3.46035E-02   0.0800
         8       84       3.54656E-02   0.0796
         9       84       3.40228E-02   0.0847
        10       84       3.30074E-02   0.0947
        11       84       3.07775E-02   0.1065
        12       84       2.63892E-02   0.1002
        13       84       2.23710E-02   0.0967
        14       84       2.07237E-02   0.1029
        15       84       1.90610E-02   0.1037
        16       84       1.71484E-02   0.0988
        17       84       1.88176E-02   0.0594
        18       84       1.96644E-02   0.0610
        19       84       2.05491E-02   0.0576
        20       84       2.04998E-02   0.0500
        21       84       2.11309E-02   0.0529
        22       84       1.94536E-02   0.0410
        23       84       1.93468E-02   0.0409
        24       84       1.94095E-02   0.0410
        25       84       2.08600E-02   0.0428
        26       84       1.98585E-02   0.0443
        27       84       2.21482E-02   0.0409
        28       84       2.30508E-02   0.0428
        29       84       2.16608E-02   0.0441
        30       84       2.17935E-02   0.0476
        31       84       2.51728E-02   0.0446
        32       84       2.64222E-02   0.0452
         1       85       5.03781E-02   0.0863
         2       85       5.05387E-02   0.0856
         3       85       5.09786E-02   0.0875
         4       85       4.95329E-02   0.0855
         5       85       4.82946E-02   0.0835
         6       85       4.63218E-02   0.0858
         7       85       4.30471E-02   0.0854
         8       85       4.10545E-02   0.0877
         9       85       3.69797E-02   0.0918
        10       85       3.17954E-02   0.0973
        11       85       2.76583E-02   0.1053
        12       85       2.63098E-02   0.1014
        13       85       2.42537E-02   0.0867
        14       85       2.01843E-02   0.0850
        15       85       1.92359E-02   0.0862
        16       85       1.84942E-02   0.0842
        17       85       1.79040E-02   0.0490
        18       85       1.96198E-02   0.0573
        19       85       1.98952E-02   0.0574
        20       85       2.11590E-02   0.0523
        21       85       2.18253E-02   0.0469
        22       85       2.10643E-02   0.0471
        23       85       2.04377E-02   0.0426
        24       85       2.03186E-02   0.0439
        25       85       2.05431E-02   0.0430
        26       85       1.98194E-02   0.0414
        27       85       2.30782E-02   0.0386
        28       85       2.29209E-02   0.0462
        29       85       2.02146E-02   0.0478
        30       85       2.18345E-02   0.0512
        31       85       2.43317E-02   0.0455
        32       85       2.66692E-02   0.0401
         1       86       5.05758E-02   0.0850
         2       86       5.27905E-02   0.0899
         3       86       5.39358E-02   0.0974
         4       86       5.35613E-02   0.1036
         5       86       4.88330E-02   0.1012
         6       86       4.56386E-02   0.0974
         7       86       4.34225E-02   0.0907
         8       86       3.85987E-02   0.0894
         9       86       3.44260E-02   0.0928
        10       86       2.93598E-02   0.1042
        11       86       2.63453E-02   0.1110
        12       86       2.43984E-02   0.1033
        13       86       2.11622E-02   0.0920
        14       86       1.87468E-02   0.0925
        15       86       1.71733E-02   0.0896
        16       86       1.61714E-02   0.0852
        17       86       2.02991E-02   0.0533
        18       86       1.92660E-02   0.0513
        19       86       2.11976E-02   0.0609
        20       86       2.23080E-02   0.0463
        21       86       2.39637E-02   0.0519
        22       86       2.32373E-02   0.0426
        23       86       2.16762E-02   0.0436
        24       86       2.03224E-02   0.0437
        25       86       2.07254E-02   0.0425
        26       86       2.16105E-02   0.0449
        27       86       2.40755E-02   0.0432
        28       86       2.41274E-02   0.0441
        29       86       2.21356E-02   0.0491
        30       86       2.16166E-02   0.0453
        31       86       2.47660E-02   0.0445
        32       86       2.74153E-02   0.0416
         1       87       4.44139E-02   0.0720
         2       87       4.48564E-02   0.0738
         3       87       4.64467E-02   0.0841
         4       87       4.69719E-02   0.0947
         5       87       4.71571E-02   0.0902
         6       87       4.30942E-02   0.0824
         7       87       3.70782E-02   0.0770
         8       87       3.45796E-02   0.0778
         9       87       3.14683E-02   0.0857
        10       87       2.84820E-02   0.0942
        11       87       2.51439E-02   0.0985
        12       87       2.36745E-02   0.0897
        13       87       2.04954E-02   0.0847
        14       87       1.80831E-02   0.0889
        15       87       1.64048E-02   0.0805
        16       87       1.58339E-02   0.0800
        17       87       2.00932E-02   0.0526
        18       87       2.10484E-02   0.0601
        19       87       2.17889E-02   0.0479
        20       87       2.32583E-02   0.0458
        21       87       2.44663E-02   0.0463
        22       87       2.29705E-02   0.0399
        23       87       2.27128E-02   0.0403
        24       87       2.13207E-02   0.0398
        25       87       2.20338E-02   0.0409
        26       87       2.45444E-02   0.0430
        27       87       2.61659E-02   0.0400
        28       87       2.71453E-02   0.0455
        29       87       2.68978E-02   0.0539
        30       87       2.51653E-02   0.0455
        31       87       2.85967E-02   0.0473
        32       87       3.15718E-02   0.0451
         1       88       4.68267E-02   0.0764
         2       88       4.79891E-02   0.0763
         3       88       4.86403E-02   0.0740
         4       88       4.66108E-02   0.0738
         5       88       4.45627E-02   0.0758
         6       88       4.51311E-02   0.0773
         7       88       4.55193E-02   0.0860
         8       88       4.40717E-02   0.0967
         9       88       4.02152E-02   0.0963
        10       88       3.46126E-02   0.0866
        11       88       2.84781E-02   0.0892
        12       88       2.74492E-02   0.0904
        13       88       2.59833E-02   0.0914
        14       88       2.28810E-02   0.1011
        15       88       2.28779E-02   0.1000
        16       88       2.17619E-02   0.0905
        17       88       2.13143E-02   0.0496
        18       88       2.22130E-02   0.0535
        19       88       2.42128E-02   0.0535
        20       88       2.29511E-02   0.0488
        21       88       2.34050E-02   0.0427
        22       88       2.26586E-02   0.0389
        23       88       2.17270E-02   0.0383
        24       88       2.26398E-02   0.0429
        25       88       2.17048E-02   0.0409
        26       88       2.36432E-02   0.0415
        27       88       2.73395E-02   0.0399
        28       88       2.50088E-02   0.0404
        29       88       2.27350E-02   0.0427
        30       88       2.49410E-02   0.0464
        31       88       2.97122E-02   0.0470
        32       88       3.07310E-02   0.0423
         1       89       5.14005E-02   0.0779
         2       89       5.34412E-02   0.0803
         3       89       5.62561E-02   0.0825
         4       89       5.79658E-02   0.0890
         5       89       5.59566E-02   0.0850
         6       89       5.31359E-02   0.0841
         7       89       5.01621E-02   0.0819
         8       89       4.74523E-02   0.0845
         9       89       4.37762E-02   0.0886
        10       89       3.92671E-02   0.0944
        11       89       3.73042E-02   0.0979
        12       89       3.24052E-02   0.0901
        13       89       2.83906E-02   0.0865
        14       89       2.49779E-02   0.0982
        15       89       2.21335E-02   0.0998
        16       89       2.11025E-02   0.0937
        17       89       2.21925E-02   0.0539
        18       89       2.24164E-02   0.0560
        19       89       2.23909E-02   0.0487
        20       89       2.33155E-02   0.0434
        21       89       2.37556E-02   0.0418
        22       89       2.37262E-02   0.0396
        23       89       2.38966E-02   0.0425
        24       89       2.25128E-02   0.0396
        25       89       2.22536E-02   0.0375
        26       89       2.58046E-02   0.0425
        27       89       2.65929E-02   0.0376
        28       89       2.67778E-02   0.0445
        29       89       2.44451E-02   0.0459
        30       89       2.61016E-02   0.0492
        31       89       2.83611E-02   0.0406
        32       89       3.05942E-02   0.0404
         1       90       5.63518E-02   0.0736
         2       90       5.88846E-02   0.0772
         3       90       5.89135E-02   0.0825
         4       90       5.72321E-02   0.0870
         5       90       5.38702E-02   0.0852
         6       90       5.14039E-02   0.0810
         7       90       4.96767E-02   0.0754
         8       90       4.50002E-02   0.0739
         9       90       3.81668E-02   0.0771
        10       90       3.16259E-02   0.0812
        11       90       2.84719E-02   0.0864
        12       90       2.76401E-02   0.0866
        13       90       2.49922E-02   0.0803
        14       90       2.20224E-02   0.0892
        15       90       2.20099E-02   0.0897
        16       90       2.19460E-02   0.0857
        17       90       2.14527E-02   0.0436
        18       90       2.15313E-02   0.0498
        19       90       2.54824E-02   0.0630
        20       90       2.64076E-02   0.0486
        21       90       2.73962E-02   0.0477
        22       90       2.61479E-02   0.0408
        23       90       2.41502E-02   0.0383
        24       90       2.33492E-02   0.0433
        25       90       2.44926E-02   0.0387
        26       90       2.54820E-02   0.0386
        27       90       2.86455E-02   0.0378
        28       90       2.89923E-02   0.0378
        29       90       2.78009E-02   0.0484
        30       90       2.82210E-02   0.0505
        31       90       3.10816E-02   0.0476
        32       90       3.26349E-02   0.0411
         1       91       5.16044E-02   0.0726
         2       91       5.14492E-02   0.0762
         3       91       5.36628E-02   0.0810
         4       91       5.41601E-02   0.0870
         5       91       5.29099E-02   0.0842
         6       91       5.16823E-02   0.0811
         7       91       5.01771E-02   0.0801
         8       91       4.86727E-02   0.0835
         9       91       4.65702E-02   0.0865
        10       91       4.12064E-02   0.0923
        11       91       3.61892E-02   0.1008
        12       91       3.30487E-02   0.0975
        13       91       2.99097E-02   0.0930
        14       91       2.68421E-02   0.0936
        15       91       2.42813E-02   0.0901
        16       91       2.28343E-02   0.0833
        17       91       2.37824E-02   0.0524
        18       91       2.63903E-02   0.0615
        19       91       2.60593E-02   0.0589
        20       91       2.62820E-02   0.0445
        21       91       2.48510E-02   0.0401
        22       91       2.51366E-02   0.0443
        23       91       2.38284E-02   0.0407
        24       91       2.43203E-02   0.0387
        25       91       2.55360E-02   0.0376
        26       91       2.57180E-02   0.0428
        27       91       2.89357E-02   0.0382
        28       91       2.92365E-02   0.0435
        29       91       2.75287E-02   0.0526
        30       91       2.76743E-02   0.0486
        31       91       3.14473E-02   0.0413
        32       91       3.50808E-02   0.0421
         1       92       5.69531E-02   0.0824
         2       92       6.05013E-02   0.0843
         3       92       6.24510E-02   0.0896
         4       92       6.29687E-02   0.0940
         5       92       6.01416E-02   0.0915
         6       92       5.72198E-02   0.0899
         7       92       5.31796E-02   0.0860
         8       92       5.06257E-02   0.0848
         9       92       4.71684E-02   0.0873
        10       92       4.37233E-02   0.0893
        11       92       3.86070E-02   0.0919
        12       92       3.46132E-02   0.0887
        13       92       2.97772E-02   0.0845
        14       92       2.56468E-02   0.0878
        15       92       2.45636E-02   0.0901
        16       92       2.40361E-02   0.0832
        17       92       2.23225E-02   0.0458
        18       92       2.18371E-02   0.0527
        19       92       2.55088E-02   0.0507
        20       92       2.56871E-02   0.0437
        21       92       2.80113E-02   0.0428
        22       92       2.64528E-02   0.0457
        23       92       2.46316E-02   0.0451
        24       92       2.52863E-02   0.0419
        25       92       2.48696E-02   0.0405
        26       92       2.65178E-02   0.0413
        27       92       3.08976E-02   0.0408
        28       92       3.06105E-02   0.0416
        29       92       2.86854E-02   0.0493
        30       92       2.76999E-02   0.0409
        31       92       3.18621E-02   0.0393
        32       92       3.46244E-02   0.0438
         1       93       5.62864E-02   0.0709
         2       93       5.68406E-02   0.0734
         3       93       5.80688E-02   0.0783
         4       93       5.82320E-02   0.0860
         5       93       5.67678E-02   0.0822
         6       93       5.47785E-02   0.0775
         7       93       5.26943E-02   0.0750
         8       93       4.93962E-02   0.0761
         9       93       4.53564E-02   0.0805
        10       93       4.27061E-02   0.0853
        11       93       4.15885E-02   0.0903
        12       93       3.92561E-02   0.0847
        13       93       3.41571E-02   0.0802
        14       93       2.93572E-02   0.0838
        15       93       2.91451E-02   0.0805
        16       93       2.62264E-02   0.0811
        17       93       2.33758E-02   0.0430
        18       93       2.44755E-02   0.0510
        19       93       2.71946E-02   0.0524
        20       93       2.77097E-02   0.0448
        21       93       2.94765E-02   0.0455
        22       93       2.79896E-02   0.0420
        23       93       2.66920E-02   0.0444
        24       93       2.75830E-02   0.0428
        25       93       2.67589E-02   0.0373
        26       93       3.03780E-02   0.0441
        27       93       3.41868E-02   0.0398
        28       93       3.43609E-02   0.0398
        29       93       3.06742E-02   0.0414
        30       93       2.94949E-02   0.0432
        31       93       3.30533E-02   0.0372
        32       93       3.47434E-02   0.0375
         1       94       5.83004E-02   0.0683
         2       94       6.09908E-02   0.0699
         3       94       6.31433E-02   0.0736
         4       94       6.43499E-02   0.0776
         5       94       6.37858E-02   0.0753
         6       94       6.11294E-02   0.0747
         7       94       6.17941E-02   0.0726
         8       94       6.13838E-02   0.0766
         9       94       5.70889E-02   0.0792
        10       94       4.98402E-02   0.0856
        11       94       4.39625E-02   0.0909
        12       94       4.07296E-02   0.0857
        13       94       3.46219E-02   0.0784
        14       94       2.83496E-02   0.0821
        15       94       2.51012E-02   0.0838
        16       94       2.54768E-02   0.0767
        17       94       2.42158E-02   0.0409
        18       94       2.68113E-02   0.0502
        19       94       2.96984E-02   0.0542
        20       94       2.98610E-02   0.0531
        21       94       3.00646E-02   0.0428
        22       94       2.86406E-02   0.0400
        23       94       2.78285E-02   0.0406
        24       94       2.85006E-02   0.0384
        25       94       2.88033E-02   0.0366
        26       94       3.19697E-02   0.0360
        27       94       3.30278E-02   0.0354
        28       94       3.35590E-02   0.0378
        29       94       2.97329E-02   0.0402
        30       94       2.85698E-02   0.0391
        31       94       3.40062E-02   0.0390
        32       94       3.68989E-02   0.0394
         1       95       6.07636E-02   0.0741
         2       95       6.28863E-02   0.0746
         3       95       6.63217E-02   0.0777
         4       95       6.62382E-02   0.0844
         5       95       6.46522E-02   0.0814
         6       95       6.31641E-02   0.0773
         7       95       6.00741E-02   0.0733
         8       95       5.63043E-02   0.0735
         9       95       5.40133E-02   0.0778
        10       95       5.01738E-02   0.0821
        11       95       4.55279E-02   0.0929
        12       95       4.21058E-02   0.0891
        13       95       3.93383E-02   0.0853
        14       95       3.42098E-02   0.0946
        15       95       3.08892E-02   0.0949
        16       95       2.61304E-02   0.0861
        17       95       2.49773E-02   0.0418
        18       95       2.65312E-02   0.0569
        19       95       2.73095E-02   0.0508
        20       95       2.89864E-02   0.0434
        21       95       3.12303E-02   0.0400
        22       95       2.86713E-02   0.0364
        23       95       2.80725E-02   0.0395
        24       95       2.82530E-02   0.0415
        25       95       2.97545E-02   0.0392
