zone      T(1)         N(1)        T(2)        N(2)      V1(2)        V2(2)       V3(2)       
1379  30.08805529  7.80476645e+18  165.72083229  7.80476645e+18  0.0  14571.169988906988  0.0
1380  30.08805529  7.80476645e+18  165.72083229  7.80476645e+18  0.0  14786.978282392269  0.0
1381  30.08805529  7.80476645e+18  165.72083229  7.80476645e+18  0.0  14838.135319216854  0.0
1382  16.00586412682711  8.985933766321717e+18  263.6744600582527  8.985933766321717e+18  0.0  35337.329330310225  0.0
1383  18.021447876657323  8.397424845064052e+18  219.4550171529958  8.397424845064052e+18  0.0  26780.55814805135  0.0
1384  26.617790075282496  7.918770899964906e+18  177.11085263622152  7.918770899964906e+18  0.0  17374.75468604637  0.0
1385  30.08805529  7.80476645e+18  165.72083229  7.80476645e+18  0.0  12452.980550682769  0.0
1386  30.08805529  7.80476645e+18  165.72083229  7.80476645e+18  0.0  12124.577128124249  0.0
1387  315.12824506324876  1.823690253993809e+19  683.6280182710916  1.823690253993809e+19  0.0  45047.99918408725  0.0
1388  228.9060941181142  1.6345296494670326e+19  610.8273991667028  1.6345296494670326e+19  0.0  41564.56383462724  0.0
1389  22.15217944764504  9.77817783906783e+18  315.0785609795893  9.77817783906783e+18  0.0  23717.03771648503  0.0
1390  15.90060475954059  8.77929103546541e+18  248.89316443642198  8.77929103546541e+18  0.0  16286.978676019145  0.0
1391  30.08805529  7.80476645e+18  165.72083229  7.80476645e+18  0.0  14089.29728625286  0.0
1392  29.274518787900817  7.830216265095809e+18  168.2991097932014  7.830216265095809e+18  0.0  14220.963202367859  0.0
1393  30.08805529  7.80476645e+18  165.72083229  7.80476645e+18  0.0  12261.223644561016  0.0
1394  30.08805529  7.80476645e+18  165.72083229  7.80476645e+18  0.0  12844.11770850437  0.0
1395  25.635566256022152  1.0028837818176496e+19  329.93152317039403  1.0028837818176496e+19  0.0  24912.540910405976  0.0
1396  36.05123296874066  1.062253292321478e+19  363.1263663498915  1.062253292321478e+19  0.0  31137.399231468688  0.0
1397  42.345270058159926  1.0922327907477162e+19  378.94539151606705  1.0922327907477162e+19  0.0  33571.21629247992  0.0
1398  39.008467923547585  1.0768394974792358e+19  370.917629783517  1.0768394974792358e+19  0.0  33854.26128809348  0.0
1399  30.08805529  7.80476645e+18  165.72083229  7.80476645e+18  0.0  9760.983804361507  0.0
1400  22.08766278798858  8.113270237786305e+18  195.26813180948656  8.113270237786305e+18  0.0  12553.59722478339  0.0
1401  30.08805529  7.80476645e+18  165.72083229  7.80476645e+18  0.0  9522.46977574904  0.0
1402  24.15150583766881  8.015827337928703e+18  186.36008325523846  8.015827337928703e+18  0.0  11664.982536623276  0.0
1403  30.08805529  7.80476645e+18  165.72083229  7.80476645e+18  0.0  8432.858595309157  0.0
1404  30.08805529  7.80476645e+18  165.72083229  7.80476645e+18  0.0  7999.711264414693  0.0
1405  134.04175316314755  1.4002846590782499e+19  518.491684582108  1.4002846590782499e+19  0.0  37001.37228576328  0.0
1406  377.5618079955652  1.9557646956753252e+19  734.8696202779075  1.9557646956753252e+19  0.0  49818.61303431903  0.0
1407  141.46872885546264  1.4204786552485978e+19  526.6737244616173  1.4204786552485978e+19  0.0  37704.87435333729  0.0
1408  54.301995926498414  1.1429580946781213e+19  404.54547199880983  1.1429580946781213e+19  0.0  29608.134474290153  0.0
1409  50.113906484853466  1.1260821484057407e+19  396.2138125979599  1.1260821484057407e+19  0.0  37128.70863340217  0.0
1410  114.71012111675357  1.34514818102695e+19  495.7109145868302  1.34514818102695e+19  0.0  45204.15324747937  0.0
1411  30.08805529  7.80476645e+18  165.72083229  7.80476645e+18  0.0  12586.141197948618  0.0
1412  30.08805529  7.80476645e+18  165.72083229  7.80476645e+18  0.0  12143.36450793517  0.0
1413  30.08805529  7.80476645e+18  165.72083229  7.80476645e+18  0.0  11981.735609752282  0.0
1414  30.08805529  7.80476645e+18  165.72083229  7.80476645e+18  0.0  11993.316700119438  0.0
1415  30.08805529  7.80476645e+18  165.72083229  7.80476645e+18  0.0  12553.27603173574  0.0
1416  30.08805529  7.80476645e+18  165.72083229  7.80476645e+18  0.0  11981.025537797093  0.0
1417  30.08805529  7.80476645e+18  165.72083229  7.80476645e+18  0.0  12363.007344041594  0.0
1418  30.08805529  7.80476645e+18  165.72083229  7.80476645e+18  0.0  12291.197972078497  0.0
1419  30.08805529  7.80476645e+18  165.72083229  7.80476645e+18  0.0  12770.93603093078  0.0
1420  30.08805529  7.80476645e+18  165.72083229  7.80476645e+18  0.0  12433.492141401463  0.0
1421  30.08805529  7.80476645e+18  165.72083229  7.80476645e+18  0.0  12545.493640326471  0.0
1422  30.08805529  7.80476645e+18  165.72083229  7.80476645e+18  0.0  12395.735422474712  0.0
1423  30.08805529  7.80476645e+18  165.72083229  7.80476645e+18  0.0  13216.459302613888  0.0
1424  30.08805529  7.80476645e+18  165.72083229  7.80476645e+18  0.0  12633.509937760033  0.0
1425  548.9170371955399  2.320293713216473e+19  883.7840979987238  2.320293713216473e+19  0.0  54288.34628707728  0.0
1426  544.8012777089348  2.311232613493018e+19  879.8693063984476  2.311232613493018e+19  0.0  54996.94902783649  0.0
1427  30.269523244689246  1.0314683746952514e+19  346.2628178728957  1.0314683746952514e+19  0.0  24328.382329396976  0.0
1428  73.52991538225821  1.214324521836338e+19  438.4671968155331  1.214324521836338e+19  0.0  31432.466650919123  0.0
1429  30.08805529  7.80476645e+18  165.72083229  7.80476645e+18  0.0  13752.363675709845  0.0
1430  30.08805529  7.80476645e+18  165.72083229  7.80476645e+18  0.0  13659.686632491681  0.0
1431  19.139350041582908  9.503666354669013e+18  298.0768791497235  9.503666354669013e+18  0.0  38472.32350948571  0.0
1432  30.08805529  7.80476645e+18  165.72083229  7.80476645e+18  0.0  13527.125340320687  0.0
1433  34.66975752023541  1.0553810631763997e+19  359.4447654391026  1.0553810631763997e+19  0.0  30669.02394001902  0.0
1434  35.178924191088385  1.057950734362373e+19  360.8281426422671  1.057950734362373e+19  0.0  30319.954872794155  0.0
1435  38.27092587348718  1.0732016601686876e+19  368.9744685219959  1.0732016601686876e+19  0.0  31092.05668511331  0.0
1436  50.53831642608029  1.1278379923220072e+19  397.09063820324013  1.1278379923220072e+19  0.0  35118.98424135775  0.0
1437  29.97807199855774  7.808207050911712e+18  166.0693937194158  7.808207050911712e+18  0.0  8670.129641455815  0.0
1438  30.08805529  7.80476645e+18  165.72083229  7.80476645e+18  0.0  8555.05689317899  0.0
1439  115.27339527786644  1.3468003953617906e+19  496.40205207000645  1.3468003953617906e+19  0.0  35572.811308367185  0.0
1440  263.3467981419445  1.7115450142011865e+19  640.4873658024657  1.7115450142011865e+19  0.0  43826.79245219146  0.0
1441  30.08805529  7.80476645e+18  165.72083229  7.80476645e+18  0.0  11847.294893237931  0.0
1442  30.08805529  7.80476645e+18  165.72083229  7.80476645e+18  0.0  11911.632357198812  0.0
1443  30.08805529  7.80476645e+18  165.72083229  7.80476645e+18  0.0  13399.766890119461  0.0
1444  100.57288115045782  1.3026768504529324e+19  477.7227207862898  1.3026768504529324e+19  0.0  60024.681042313336  0.0
1445  686.0315564550176  2.6505027597907743e+19  1039.4441623394875  2.6505027597907743e+19  0.0  61386.33487611005  0.0
1446  76.94944791654983  1.2260997865776695e+19  443.8531211476507  1.2260997865776695e+19  0.0  31858.252361741565  0.0
1447  398.758114011991  2.000273962458178e+19  752.3483875435277  2.000273962458178e+19  0.0  48419.51931034977  0.0
1448  341.2433285508935  1.8791883486550417e+19  705.0754166843985  1.8791883486550417e+19  0.0  46405.69586970829  0.0
1449  55.832093219619935  1.1491050653976631e+19  407.57618197557724  1.1491050653976631e+19  0.0  29319.082154696553  0.0
1450  179.12807270084517  1.517300259357816e+19  565.2245913090256  1.517300259357816e+19  0.0  39300.084699763545  0.0
1451  30.08805529  7.80476645e+18  165.72083229  7.80476645e+18  0.0  13749.073808636578  0.0
1452  30.08805529  7.80476645e+18  165.72083229  7.80476645e+18  0.0  13689.138702844883  0.0
1453  54.62734470946703  1.144265141917233e+19  405.18990017138736  1.144265141917233e+19  0.0  53012.221205355345  0.0
1454  19.038568986409842  9.492794860276894e+18  297.3865643127387  9.492794860276894e+18  0.0  37783.59890660331  0.0
1455  33.40328395182659  1.0485781153660848e+19  355.70804703087555  1.0485781153660848e+19  0.0  30784.734806013654  0.0
1456  35.341044139787286  1.0587503714788094e+19  361.2552711076959  1.0587503714788094e+19  0.0  29556.004984289564  0.0
1457  36.2818112718611  1.0633905920239503e+19  363.7338582567383  1.0633905920239503e+19  0.0  30735.71881490357  0.0
1458  34.380531389794434  1.0538274655965927e+19  358.5914064486604  1.0538274655965927e+19  0.0  30647.254344403846  0.0
1459  34.88136129059035  1.0564830412029413e+19  360.0441701202038  1.0564830412029413e+19  0.0  29901.102972881195  0.0
1460  35.980279563584105  1.0619033231982696e+19  362.9394293362501  1.0619033231982696e+19  0.0  30192.000466102843  0.0
1461  44.71937172554156  1.1030370818431832e+19  384.5511774143098  1.1030370818431832e+19  0.0  34556.675338357534  0.0
1462  62.681064087525776  1.1753137480500247e+19  420.21567306242196  1.1753137480500247e+19  0.0  37683.21865002525  0.0
1463  43.84611693936731  1.099095237328573e+19  382.51226427189613  1.099095237328573e+19  0.0  33100.867993391286  0.0
1464  49.59865264250036  1.12388102085287e+19  395.09986712194546  1.12388102085287e+19  0.0  35453.06375535327  0.0
1465  28.639117522620758  7.850093485935063e+18  170.3128372455654  7.850093485935063e+18  0.0  9094.768762725756  0.0
1466  29.627927728249038  7.819160593762243e+18  167.17907852480852  7.819160593762243e+18  0.0  8554.583941225625  0.0
1467  26.327460422744306  7.929178918050521e+18  178.12641567038023  7.929178918050521e+18  0.0  9817.01842275304  0.0
1468  26.71795697836499  7.915180019978146e+18  176.76047229054407  7.915180019978146e+18  0.0  8901.281649565988  0.0
1469  24.52880023818428  8.000143272590475e+18  184.88491709837103  8.000143272590475e+18  0.0  10939.031878655764  0.0
1470  28.28505059786864  7.861169740956482e+18  171.4349538123827  7.861169740956482e+18  0.0  8950.871601391473  0.0
1471  30.08805529  7.80476645e+18  165.72083229  7.80476645e+18  0.0  8412.642994680056  0.0
1472  30.08805529  7.80476645e+18  165.72083229  7.80476645e+18  0.0  8679.811676208523  0.0
1473  30.08805529  7.80476645e+18  165.72083229  7.80476645e+18  0.0  12976.128789119024  0.0
1474  30.08805529  7.80476645e+18  165.72083229  7.80476645e+18  0.0  12893.017639336224  0.0
1475  272.63688461327274  1.7319179624081713e+19  648.3187453354798  1.7319179624081713e+19  0.0  43502.29816655002  0.0
1476  447.6888565381738  2.103106144588214e+19  793.3298620533892  2.103106144588214e+19  0.0  50403.44444361642  0.0
1477  576.5056347903743  2.3817090949617885e+19  910.6617016143849  2.3817090949617885e+19  0.0  56032.33737651047  0.0
1478  215.88664196433226  1.6046684028180367e+19  599.2804957652702  1.6046684028180367e+19  0.0  41552.818026708104  0.0
1479  33.27887462420195  1.0479098423092611e+19  355.3409784743053  1.0479098423092611e+19  0.0  28893.396507538928  0.0
1480  29.254141556736037  1.0254580300603845e+19  342.86652790495253  1.0254580300603845e+19  0.0  26700.824444101545  0.0
1481  22.51424124181477  8.092390479722604e+18  193.3736978672474  8.092390479722604e+18  0.0  11873.238410200907  0.0
1482  16.596889975023384  8.58048596397994e+18  233.94121059917038  8.58048596397994e+18  0.0  15331.94134557196  0.0
1483  27.982010627335985  7.870649722735781e+18  172.3953546506722  7.870649722735781e+18  0.0  8643.924972213652  0.0
1484  30.08805529  7.80476645e+18  165.72083229  7.80476645e+18  0.0  8331.383595953503  0.0
1485  27.580636638996296  7.884253845433292e+18  173.74284882012537  7.884253845433292e+18  0.0  8638.677634675574  0.0
1486  28.445691874500962  7.856144409239345e+18  170.92584599907875  7.856144409239345e+18  0.0  8249.1608589311  0.0
1487  27.07791038329006  7.902276062302152e+18  175.50136779031263  7.902276062302152e+18  0.0  9083.374884183617  0.0
1488  30.08805529  7.80476645e+18  165.72083229  7.80476645e+18  0.0  7909.21998073797  0.0
1489  30.08805529  7.80476645e+18  165.72083229  7.80476645e+18  0.0  8273.004897553381  0.0
1490  30.08805529  7.80476645e+18  165.72083229  7.80476645e+18  0.0  8597.309113901367  0.0
1491  30.08805529  7.80476645e+18  165.72083229  7.80476645e+18  0.0  8036.77561465858  0.0
1492  30.08805529  7.80476645e+18  165.72083229  7.80476645e+18  0.0  8258.991559460954  0.0
1493  30.08805529  7.80476645e+18  165.72083229  7.80476645e+18  0.0  8544.370008921831  0.0
1494  30.08805529  7.80476645e+18  165.72083229  7.80476645e+18  0.0  8392.687389798479  0.0
1495  16.957068802890806  9.224331475897872e+18  279.96637766945406  9.224331475897872e+18  0.0  34684.315276091715  0.0
1496  20.186411994245624  8.223225633281568e+18  204.92796794569236  8.223225633281568e+18  0.0  19375.228790023873  0.0
1497  197.1025884895316  1.5606724945467302e+19  582.1921576687887  1.5606724945467302e+19  0.0  40282.35460947032  0.0
1498  265.0705255332315  1.715325109141533e+19  641.9404376822897  1.715325109141533e+19  0.0  43515.842111772436  0.0
1499  38.866995434604476  1.076141701470654e+19  370.5449000387347  1.076141701470654e+19  0.0  30731.719173484056  0.0
1500  55.119088483167985  1.1462406598088372e+19  406.1639119336906  1.1462406598088372e+19  0.0  34146.497928029596  0.0
1501  33.942573794977214  1.0514749469692867e+19  357.29921666484006  1.0514749469692867e+19  0.0  29135.155966931627  0.0
1502  34.42600305285879  1.0540717196879464e+19  358.72557016487497  1.0540717196879464e+19  0.0  29352.524591510224  0.0
1503  31.04103338651611  1.0358891278407592e+19  348.7382488507757  1.0358891278407592e+19  0.0  27428.762599552265  0.0
1504  32.383568909840626  1.043100647549098e+19  352.6993873449712  1.043100647549098e+19  0.0  28423.738041315  0.0
1505  34.70514638133507  1.0555711568199883e+19  359.5491799425047  1.0555711568199883e+19  0.0  29303.937534730532  0.0
1506  40.94594057406921  1.0858345205751685e+19  375.6197823045423  1.0858345205751685e+19  0.0  31670.190278411694  0.0
1507  31.247288383406964  1.0369970404055892e+19  349.3468022883647  1.0369970404055892e+19  0.0  27822.596021460005  0.0
1508  37.43693253788588  1.0690880885116537e+19  366.7771923911306  1.0690880885116537e+19  0.0  29806.41302256851  0.0
1509  45.57389850945885  1.1066875591305654e+19  386.3986090428264  1.1066875591305654e+19  0.0  33110.35651315022  0.0
1510  39.28434404458471  1.0782002232115735e+19  371.64446534676944  1.0782002232115735e+19  0.0  31840.08582876432  0.0
1511  49.62870512706222  1.12400940291694e+19  395.164838649509  1.12400940291694e+19  0.0  33765.87270629344  0.0
1512  74.59001623646091  1.2179750115116276e+19  440.13690544614036  1.2179750115116276e+19  0.0  38239.9703885143  0.0
1513  26.303221220705215  7.930047868400574e+18  178.21120355667844  7.930047868400574e+18  0.0  10013.595121492455  0.0
1514  25.824521597553563  7.947208755315782e+18  179.88567820123643  7.947208755315782e+18  0.0  9488.92628888714  0.0
1515  25.049515304093163  7.978497234098632e+18  182.84899702759785  7.978497234098632e+18  0.0  10242.044767703886  0.0
1516  22.319728165049124  8.101911321543526e+18  194.23752999831032  8.101911321543526e+18  0.0  11228.781192010572  0.0
1517  30.08805529  7.80476645e+18  165.72083229  7.80476645e+18  0.0  12757.53266294866  0.0
1518  30.08805529  7.80476645e+18  165.72083229  7.80476645e+18  0.0  12415.401860734573  0.0
1519  30.08805529  7.80476645e+18  165.72083229  7.80476645e+18  0.0  12894.390246881234  0.0
1520  30.08805529  7.80476645e+18  165.72083229  7.80476645e+18  0.0  12564.85278483556  0.0
1521  19.623772919226376  8.264141008195576e+18  208.38967761027243  8.264141008195576e+18  0.0  21314.372824490296  0.0
1522  53.14070863415524  1.138292771097e+19  402.2452751429501  1.138292771097e+19  0.0  32150.524847492154  0.0
1523  16.11361856423208  9.026706832692791e+18  266.51122654105217  9.026706832692791e+18  0.0  17861.843414848576  0.0
1524  28.026740038025963  1.0181926773163565e+19  338.7610653837243  1.0181926773163565e+19  0.0  26124.324354890014  0.0
1525  24.63188550483088  7.995858035239258e+18  184.48186871911875  7.995858035239258e+18  0.0  11074.40919884145  0.0
1526  21.746307783146694  8.130964229939898e+18  196.85505468987694  8.130964229939898e+18  0.0  13001.55581601302  0.0
1527  27.187738427508222  7.898338840387211e+18  175.117193108716  7.898338840387211e+18  0.0  9165.919605030611  0.0
1528  25.889710556386984  7.944871798492429e+18  179.65764948888227  7.944871798492429e+18  0.0  9296.180538277691  0.0
1529  22.555458853083945  8.090372999131297e+18  193.19065054944224  8.090372999131297e+18  0.0  11657.301649049463  0.0
1530  23.061361062410846  8.065610577026074e+18  190.94393998962298  8.065610577026074e+18  0.0  10938.047369138905  0.0
1531  43.68455544064187  1.0983565162981941e+19  382.12830151366256  1.0983565162981941e+19  0.0  31724.211907311143  0.0
1532  85.24413192473529  1.253869396389368e+19  456.3610146059491  1.253869396389368e+19  0.0  39903.59705780243  0.0
1533  25.99617370695066  7.941055204538519e+18  179.285245088342  7.941055204538519e+18  0.0  10536.402308227538  0.0
1534  24.722747666864137  7.992080910309348e+18  184.12661089873197  7.992080910309348e+18  0.0  11533.303785629998  0.0
1535  25.4745107959117  1.0018173538562773e+19  329.31139436273577  1.0018173538562773e+19  0.0  27547.184781879998  0.0
1536  15.87581953163371  8.911211883241685e+18  258.4138937132562  8.911211883241685e+18  0.0  18638.015486294837  0.0
1537  22.228114976826973  9.783914171825058e+18  315.4219371438952  9.783914171825058e+18  0.0  25636.446811353304  0.0
1538  19.062785938953727  8.304936242012117e+18  211.84122254828972  8.304936242012117e+18  0.0  14509.125710852875  0.0
1539  25.270702727178914  7.969302509790687e+18  181.9841864170639  7.969302509790687e+18  0.0  9409.255307864965  0.0
1540  26.394573291214382  7.926772991054408e+18  177.8916571889826  7.926772991054408e+18  0.0  8849.701770875508  0.0
1541  24.4427575025917  8.003720054766596e+18  185.22133166327592  8.003720054766596e+18  0.0  9795.647270592332  0.0
1542  24.56722490929388  7.998545965417457e+18  184.73468223050074  7.998545965417457e+18  0.0  9452.644301223529  0.0
1543  26.673185329487502  7.916785037333989e+18  176.9170819622769  7.916785037333989e+18  0.0  8666.933108819627  0.0
1544  27.817859294588825  7.875784859334282e+18  172.91558660984117  7.875784859334282e+18  0.0  8329.64218125399  0.0
1545  25.85124290433704  7.946250824075062e+18  179.792207998808  7.946250824075062e+18  0.0  8817.739687065781  0.0
1546  26.965553141404303  7.906303953340402e+18  175.8943895174481  7.906303953340402e+18  0.0  8424.773542125373  0.0
1547  30.053916116024357  7.805834423794614e+18  165.82902689959917  7.805834423794614e+18  0.0  7518.758121614002  0.0
1548  30.08805529  7.80476645e+18  165.72083229  7.80476645e+18  0.0  7906.254418232081  0.0
1549  15.871081110378027  8.890442177453449e+18  256.9228665389951  8.890442177453449e+18  0.0  17832.128911974523  0.0
1550  26.55437324030267  7.921044327979001e+18  177.33268252092603  7.921044327979001e+18  0.0  8179.289118687707  0.0
1551  30.08805529  7.80476645e+18  165.72083229  7.80476645e+18  0.0  7777.793621742994  0.0
1552  29.536914828646992  7.822007745008964e+18  167.46751857751616  7.822007745008964e+18  0.0  7741.771934238654  0.0
1553  30.08805529  7.80476645e+18  165.72083229  7.80476645e+18  0.0  8263.736176928964  0.0
1554  30.08805529  7.80476645e+18  165.72083229  7.80476645e+18  0.0  7767.276597740273  0.0
1555  24.24972182158502  8.011744515848928e+18  185.97607306229978  8.011744515848928e+18  0.0  10210.929567568615  0.0
1556  23.73554321051909  8.033118835002511e+18  187.98643654660614  8.033118835002511e+18  0.0  9906.11242997317  0.0
1557  30.08805529  7.80476645e+18  165.72083229  7.80476645e+18  0.0  8702.699961701243  0.0
1558  30.08805529  7.80476645e+18  165.72083229  7.80476645e+18  0.0  8689.329824112527  0.0
1559  42.67157577141725  1.0937247854037301e+19  379.72088099021823  1.0937247854037301e+19  0.0  31801.432157245603  0.0
1560  37.03023784439691  1.0670821159303549e+19  365.70569636783375  1.0670821159303549e+19  0.0  30969.69206081587  0.0
1561  46.38249059549831  1.1101418066748178e+19  388.14673282599165  1.1101418066748178e+19  0.0  31743.838490117538  0.0
1562  41.74680073010886  1.0894963598396359e+19  377.52308523808927  1.0894963598396359e+19  0.0  30571.01359652084  0.0
1563  24.470516044540673  8.002566136804849e+18  185.11279980700888  8.002566136804849e+18  0.0  9034.133470809278  0.0
1564  24.418462110391904  8.004730010170543e+18  185.31632310839677  8.004730010170543e+18  0.0  8837.162467663633  0.0
1565  30.08805529  7.80476645e+18  165.72083229  7.80476645e+18  0.0  13860.449759445215  0.0
1566  30.08805529  7.80476645e+18  165.72083229  7.80476645e+18  0.0  13821.307246845003  0.0
1567  30.08805529  7.80476645e+18  165.72083229  7.80476645e+18  0.0  13450.412167595136  0.0
1568  30.08805529  7.80476645e+18  165.72083229  7.80476645e+18  0.0  13586.151235725596  0.0
1569  30.08805529  7.80476645e+18  165.72083229  7.80476645e+18  0.0  13226.049468598745  0.0
1570  30.08805529  7.80476645e+18  165.72083229  7.80476645e+18  0.0  12335.948858083288  0.0
1571  30.08805529  7.80476645e+18  165.72083229  7.80476645e+18  0.0  12879.593332013028  0.0
1572  30.08805529  7.80476645e+18  165.72083229  7.80476645e+18  0.0  13198.198242585071  0.0
1573  30.08805529  7.80476645e+18  165.72083229  7.80476645e+18  0.0  14161.646916888996  0.0
1574  30.08805529  7.80476645e+18  165.72083229  7.80476645e+18  0.0  14202.362232441832  0.0
1575  30.08805529  7.80476645e+18  165.72083229  7.80476645e+18  0.0  13474.455853675257  0.0
1576  30.08805529  7.80476645e+18  165.72083229  7.80476645e+18  0.0  13041.799061350064  0.0
1577  261.4768193235151  1.7074441932095201e+19  638.9110065413313  1.7074441932095201e+19  0.0  80452.76098292154  0.0
1578  211.9769814836916  1.5956217023197153e+19  595.7764100048933  1.5956217023197153e+19  0.0  79057.23355950805  0.0
1579  30.08805529  7.80476645e+18  165.72083229  7.80476645e+18  0.0  12214.888223804808  0.0
1580  30.08805529  7.80476645e+18  165.72083229  7.80476645e+18  0.0  11994.627082439172  0.0
1581  42.89800646311898  1.0947601132213285e+19  380.259010146115  1.0947601132213285e+19  0.0  40529.953545286706  0.0
1582  15.868965783636575  8.793038245641706e+18  249.91194293564678  8.793038245641706e+18  0.0  29582.21971210342  0.0
1583  16.026005207958605  8.724804242788105e+18  244.8552562238111  8.724804242788105e+18  0.0  14677.790267842813  0.0
1584  16.396319623033943  8.620968429096542e+18  237.0397635412184  8.620968429096542e+18  0.0  14157.274716656964  0.0
1585  27.63230115984942  7.882401725738583e+18  173.56212812178384  7.882401725738583e+18  0.0  7599.787359940706  0.0
1586  20.907723091031013  8.180291230086997e+18  201.17540288714883  8.180291230086997e+18  0.0  10606.337569541985  0.0
1587  19.703637908364048  9.564537441687464e+18  301.9420528780653  9.564537441687464e+18  0.0  20408.06724937727  0.0
1588  17.030355476503335  9.239136530657155e+18  280.96511011152757  9.239136530657155e+18  0.0  18438.117968417  0.0
1589  30.08805529  7.80476645e+18  165.72083229  7.80476645e+18  0.0  14854.193530356984  0.0
1590  15.854505178105228  8.817785649488811e+18  251.70695935729094  8.817785649488811e+18  0.0  33023.43280068275  0.0
1591  27.7067871854487  7.879731478677062e+18  173.30157859300266  7.879731478677062e+18  0.0  15690.251732678176  0.0
1592  58.8512213867111  1.160764385424163e+19  413.22314453454186  1.160764385424163e+19  0.0  56714.762117156875  0.0
1593  30.08805529  7.80476645e+18  165.72083229  7.80476645e+18  0.0  14316.495670002094  0.0
1594  22.356910726671284  9.79364367903707e+18  316.0043442336579  9.79364367903707e+18  0.0  43345.00336365857  0.0
1595  15.980954227076195  8.744379000982482e+18  246.30590275646833  8.744379000982482e+18  0.0  30878.417840742644  0.0
1596  30.08805529  7.80476645e+18  165.72083229  7.80476645e+18  0.0  14273.830207754829  0.0
1597  444.3327298948477  2.096032615619325e+19  790.4779326889482  2.096032615619325e+19  0.0  89758.47099284093  0.0
1598  26.786736144348648  7.912714357937726e+18  176.51988515835617  7.912714357937726e+18  0.0  17066.185247446683  0.0
1599  30.08805529  7.80476645e+18  165.72083229  7.80476645e+18  0.0  14543.09590150853  0.0
1600  34.608362889912364  1.0550512777972654e+19  359.2636211570449  1.0550512777972654e+19  0.0  51203.3798388484  0.0
1601  30.08805529  7.80476645e+18  165.72083229  7.80476645e+18  0.0  14517.50244570765  0.0
1602  28.344103841355096  7.859322381773875e+18  171.247800994065  7.859322381773875e+18  0.0  15660.119785866144  0.0
1603  214.7239081882485  1.6019779123563719e+19  598.2383799887061  1.6019779123563719e+19  0.0  76801.3155124902  0.0
1604  34.6423870328353  1.0552340407655334e+19  359.36400907224163  1.0552340407655334e+19  0.0  50894.3930462719  0.0
1605  21.22180838642974  9.700341563671755e+18  310.3276012497989  9.700341563671755e+18  0.0  21973.219858853583  0.0
1606  19.23337599802896  9.51380916034277e+18  298.7209239325939  9.51380916034277e+18  0.0  21147.557492961267  0.0
1607  24.95724210251537  9.983922616687657e+18  327.3197002105795  9.983922616687657e+18  0.0  24959.025564353684  0.0
1608  22.39995344851972  9.79689521857277e+18  316.1989809852395  9.79689521857277e+18  0.0  23185.244881916748  0.0
1609  30.08805529  7.80476645e+18  165.72083229  7.80476645e+18  0.0  12171.64561798744  0.0
1610  30.08805529  7.80476645e+18  165.72083229  7.80476645e+18  0.0  12396.445389541683  0.0
1611  30.08805529  7.80476645e+18  165.72083229  7.80476645e+18  0.0  13441.80004615652  0.0
1612  30.08805529  7.80476645e+18  165.72083229  7.80476645e+18  0.0  13069.477904754147  0.0
1613  39.79562174266022  1.0805748224471706e+19  372.8859651832587  1.0805748224471706e+19  0.0  30881.87009764207  0.0
1614  39.1541767417674  1.0775581886716262e+19  371.3015207508233  1.0775581886716262e+19  0.0  30268.654900738868  0.0
1615  33.28469599299863  1.0479411121826294e+19  355.35815436844655  1.0479411121826294e+19  0.0  28188.685214688576  0.0
1616  34.147054818738724  1.0525733305183386e+19  357.902536011317  1.0525733305183386e+19  0.0  28972.879074587207  0.0
1617  30.08805529  7.80476645e+18  165.72083229  7.80476645e+18  0.0  13208.163131831689  0.0
1618  29.85550093861117  7.812041434253688e+18  166.45784857741955  7.812041434253688e+18  0.0  13500.429609467223  0.0
1619  30.08805529  7.80476645e+18  165.72083229  7.80476645e+18  0.0  13709.32897824791  0.0
1620  30.08805529  7.80476645e+18  165.72083229  7.80476645e+18  0.0  13550.467887483013  0.0
1621  30.08805529  7.80476645e+18  165.72083229  7.80476645e+18  0.0  12340.09525193068  0.0
1622  70.53729661956075  1.2038701490038028e+19  433.6486228150578  1.2038701490038028e+19  0.0  43281.5923951082  0.0
1623  151.7318318906549  1.4478010928226904e+19  537.6666119140289  1.4478010928226904e+19  0.0  65524.09386814558  0.0
1624  30.08805529  7.80476645e+18  165.72083229  7.80476645e+18  0.0  13585.833097662196  0.0
1625  30.08805529  7.80476645e+18  165.72083229  7.80476645e+18  0.0  13246.732471431056  0.0
1626  19.46860642933833  9.539184031745372e+18  300.3321697819684  9.539184031745372e+18  0.0  38172.21240464136  0.0
1627  30.08805529  7.80476645e+18  165.72083229  7.80476645e+18  0.0  13261.736447150319  0.0
1628  25.726300542206374  1.0034845784610894e+19  330.2808869526996  1.0034845784610894e+19  0.0  42003.03562791843  0.0
1629  59.13815868661936  1.1618544445084076e+19  413.7470347859338  1.1618544445084076e+19  0.0  54299.68225710608  0.0
1630  44.874175236209965  1.103698391365995e+19  384.88585259032146  1.103698391365995e+19  0.0  51708.05371471772  0.0
1631  30.08805529  7.80476645e+18  165.72083229  7.80476645e+18  0.0  13370.614017694419  0.0
1632  15.860888184048875  8.845763988336399e+18  253.715483885167  8.845763988336399e+18  0.0  30085.032256652707  0.0
1633  61.33333467158206  1.1701937978259763e+19  417.754988087855  1.1701937978259763e+19  0.0  54473.18210102845  0.0
